node_id,n_top_windows,mean_relative_hour,max_p_active,hit_true,scenario_id,true_node_id,pred_top_node_id
HS1313402,1,1.5833333333333333,0.9973701238632202,False,316,HS1313597,HS1313597
HS1313597,16,10.083333333333334,0.9999828338623048,True,316,HS1313597,HS1313597
HS1306904,21,12.44047619047619,0.9995354413986206,True,264,HS1306904,HS1306904
HS1314237,7,3.583333333333333,0.9998883008956908,False,131,HS2003085,HS1314237
