experiment,method_key,method,budget,diagnosis_seed,source,metrics_file,mrr,top1,top3,top5,event_top1,event_top3,normal_window_fpr,scene_f1,delta_mrr_vs_eg
embedding_source_ablation,topology_diversity,Topology-Diversity,25,42,new_targeted_run,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_embedding_source_topology_diversity_N25_normal20_rawres_loc0p5_s42.json,0.7936240443151835,0.6689497716894978,0.9143835616438356,0.980593607305936,0.7377049180327869,0.9344262295081968,0.0015822784810126,0.9833333333333332,-0.08864298132864856
embedding_source_ablation,coordinate_diversity,Coordinate-Diversity,25,42,new_targeted_run,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_embedding_source_coordinate_diversity_N25_normal20_rawres_loc0p5_s42.json,0.8149516270177005,0.7077625570776256,0.9189497716894978,0.9509132420091324,0.7540983606557377,0.9344262295081968,0.0015822784810126,0.9917355371900828,-0.06731539862613156
embedding_source_ablation,embedding_guided,Embedding-Guided,25,42,existing_formal_result,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_fixed_embedding_guided_clean_new_N25_normal20_rawres_loc0p5_s42.json,0.8822670256438321,0.7968036529680366,0.9714611872146118,0.997716894977169,0.7868852459016393,0.9672131147540984,0.0015822784810126,0.9917355371900828,0.0
