metric,label,outside_peak,normal_width_median,outside_ratio,normal_abs_q95,defect_abs_peak,defect_abs_to_normal_q95
depth_residual,Depth residual,0.028850802990332963,0.03900087818725889,0.7397475218842167,0.028083910599115487,0.038190434067757406,1.359868809330287
total_outflow_residual,Total outflow residual,0.5644936914874142,20.856305346138658,0.027065852849719844,15.840742437014821,2.612379574861584,0.16491522321310373
pollut_NH4_residual,NH4 residual,0.0,4.394529347069271,0.0,3.175550963413434,0.061660792615406024,0.019417352555767577
pollut_TSSs_residual,TSSs residual,0.0,23.38108130165986,0.0,17.211811393916943,0.26605146894283394,0.015457493860109504
