scenario_id,relative_hour,hop_band,exceedance_rate,node_count,residual_energy_q90,hydraulic_response_index_q90,defect_type,true_node,start_hour,duration_h,flow,abs_flow,is_active
2,2.5,3+-hop,0.12931034482758622,116,1.3158567606779763,3.9216335159639253,I,HS1313402,20,18,51.4377,51.4377,True
2,2.666667,0-hop,0.0,1,0.00013357330044479947,9.455051249912409e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,2.666667,1-hop,0.0,4,7.703319059864927e-05,0.00015205113765973184,I,HS1313402,20,18,51.4377,51.4377,True
2,2.666667,2-hop,0.14285714285714285,7,1.3259027223263482,1.839433176559763,I,HS1313402,20,18,51.4377,51.4377,True
2,2.666667,3+-hop,0.12931034482758622,116,1.3089002284868192,3.93549209960003,I,HS1313402,20,18,51.4377,51.4377,True
2,2.833333,0-hop,0.0,1,0.0001556802243343178,0.00011019900644643726,I,HS1313402,20,18,51.4377,51.4377,True
2,2.833333,1-hop,0.0,4,9.437009627777652e-05,0.00018690355668611868,I,HS1313402,20,18,51.4377,51.4377,True
2,2.833333,2-hop,0.14285714285714285,7,1.3298615226039405,1.8449634504166548,I,HS1313402,20,18,51.4377,51.4377,True
2,2.833333,3+-hop,0.12931034482758622,116,1.3026593682553027,3.9534849320041614,I,HS1313402,20,18,51.4377,51.4377,True
2,3.0,0-hop,0.0,1,1.0806462352548245e-05,7.649407107060127e-06,I,HS1313402,20,18,51.4377,51.4377,True
2,3.0,1-hop,0.0,4,2.5903512602504473e-05,3.1500008776997114e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,3.0,2-hop,0.14285714285714285,7,1.3317938075117246,1.8475657310991824,I,HS1313402,20,18,51.4377,51.4377,True
2,3.0,3+-hop,0.12931034482758622,116,1.2962803835610508,3.982049324831312,I,HS1313402,20,18,51.4377,51.4377,True
2,3.166667,0-hop,0.0,1,3.078398550712575e-05,2.179059435360138e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,3.166667,1-hop,0.0,4,0.0001173552170732113,0.0001372978078224464,I,HS1313402,20,18,51.4377,51.4377,True
2,3.166667,2-hop,0.14285714285714285,7,1.3331704284390937,1.8495371248391566,I,HS1313402,20,18,51.4377,51.4377,True
2,3.166667,3+-hop,0.12931034482758622,116,1.295525329536479,4.016068383339683,I,HS1313402,20,18,51.4377,51.4377,True
2,3.333333,0-hop,0.0,1,8.837974852318812e-05,6.256003624664862e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,3.333333,1-hop,0.0,4,0.0003558392132462853,0.00040891010074871743,I,HS1313402,20,18,51.4377,51.4377,True
2,3.333333,2-hop,0.14285714285714285,7,1.3353880561791438,1.8528088446970261,I,HS1313402,20,18,51.4377,51.4377,True
2,3.333333,3+-hop,0.12931034482758622,116,1.3012881921111474,4.060138871862016,I,HS1313402,20,18,51.4377,51.4377,True
2,3.5,0-hop,0.0,1,2.1751535082272682e-05,1.5396930245962427e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,3.5,1-hop,0.0,4,9.668788062543553e-05,0.00011098481456811189,I,HS1313402,20,18,51.4377,51.4377,True
2,3.5,2-hop,0.14285714285714285,7,1.3377729562694438,1.8559084542405635,I,HS1313402,20,18,51.4377,51.4377,True
2,3.5,3+-hop,0.12931034482758622,116,1.3140788468786804,4.119458021256971,I,HS1313402,20,18,51.4377,51.4377,True
2,3.666667,0-hop,0.0,1,6.969573286125069e-05,4.933446459052336e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,3.666667,1-hop,0.0,4,0.00027731390360804554,0.00031913791003350796,I,HS1313402,20,18,51.4377,51.4377,True
2,3.666667,2-hop,0.14285714285714285,7,1.3389975043318039,1.857834797747689,I,HS1313402,20,18,51.4377,51.4377,True
2,3.666667,3+-hop,0.12931034482758622,116,1.3346931484793552,4.1960198558135,I,HS1313402,20,18,51.4377,51.4377,True
2,3.833333,0-hop,0.0,1,0.00016756675134890222,0.00011861294259476275,I,HS1313402,20,18,51.4377,51.4377,True
2,3.833333,1-hop,0.0,4,0.0006911817122504489,0.0007941076085890356,I,HS1313402,20,18,51.4377,51.4377,True
2,3.833333,2-hop,0.14285714285714285,7,1.3386733476426445,1.8578539396224658,I,HS1313402,20,18,51.4377,51.4377,True
2,3.833333,3+-hop,0.12931034482758622,116,1.3512489917116977,4.247393548866766,I,HS1313402,20,18,51.4377,51.4377,True
2,4.0,0-hop,0.0,1,0.00011566303798359714,8.187264582171629e-05,I,HS1313402,20,18,51.4377,51.4377,True
2,4.0,1-hop,0.0,4,0.0005606626400725125,0.0008406656176195176,I,HS1313402,20,18,51.4377,51.4377,True
2,4.0,2-hop,0.14285714285714285,7,1.3353912767326506,1.8526451484570217,I,HS1313402,20,18,51.4377,51.4377,True
2,4.0,3+-hop,0.12931034482758622,116,1.3730125568307225,4.295787418555803,I,HS1313402,20,18,51.4377,51.4377,True
2,4.166667,0-hop,0.0,1,1.840296968354037e-05,1.3026631888935487e-05,I,HS1313402,20,18,51.4377,51.4377,True
