dataset_type,scenario_count,selected_defect_scenario_count,cases_per_type_duration,normal_count,defect_matrix,residual_parquet,topology_json,relative_hour_start,relative_hour_end,residual_columns,normal_reference,scenario_averaging
ie420_plus_normal20,441,64,8,20,E:\11.16\script2_new\input_1\defect_matrix_diverse_ie_v4_formal_conservative420_seed42.csv,E:\11.16\script2_new\training_data_new\ie420_plus_normal20_v1\node_timeseries_with_residuals.parquet,E:\11.16\script2_new\input_1\parsed_inp_data.json,0.0,14.0,depth_residual;total_outflow_residual,node-wise hydraulic residual energy q95 from normal20,none; each raster row is one formal defect scenario
