defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow,case_id,figure_prefix,source_02_prefix,outside_ratio,rank_metric
98,I,HS1306601,,60,14,6,86.3997,0.0,0.0,0.0,143.9995,case02,04b,02b,0.4760446593667596,depth_residual
