node_id,active_max_energy,active_mean_energy,x_km,y_km
HS1308301,8.125761655806313,8.057840513040048,1.2381770000000252,1.2356780000000145
MH0201629,5.402487519820363,5.213587473782014,0.0,0.9649089999999851
MH0201710,5.358680333489118,5.059247969271203,0.18582600000000093,0.61399099999998
HS1316207,2.6786222826855566,2.514714568656593,1.6575090000000783,1.1818900000000139
HS1311284,2.6664076006084136,2.4641915006793504,0.9995610000001034,0.20769000000000232
HS1308324,2.656860136588225,2.5155846229170424,1.5179949999999953,1.3706410000000033
HS1316302,2.098541400908605,1.0683800398274563,1.7350550000000513,0.721679999999993
HS1316334,2.0353526349751383,1.4401282847689865,1.796652000000002,0.6167170000000042
HS1311288,1.983151676032571,1.8404116207966597,1.145066000000108,0.25674599999998465
HS1316267,1.2646163547084466,0.9297590395209371,1.6271380000000355,0.8958420000000042
HS1314512,0.5960030722940587,0.5680195663215535,1.2666750000000466,1.504402999999991
HS1306471,0.5039989797403808,0.4726523052393267,1.871606000000029,1.5753420000000042
HS1316671,0.2779103333545982,0.24207167459112228,2.1974610000000103,0.9335310000000172
HS1316417,0.19111971618421153,0.16819009043977906,1.4682880000000587,0.8439479999999748
HS1316415,0.16164689434346569,0.1409336967920959,1.6650070000000996,0.9300599999999977
HS1316396,0.09241267223630241,0.07930873467727972,1.7231220000000904,0.9343709999999846
HS1314477,0.03992726478004695,0.0327627754398452,1.371252000000095,1.5323269999999902
MH0100819,0.03846450035317436,0.030788443063302848,0.8608810000000522,1.7002909999999682
MH0241587,0.03699725456821837,0.03092224252636552,1.351877000000095,0.7626659999999683
MH0242298,0.03425066310522924,0.02878152427437547,1.2153530000000028,1.2994220000000205
HS1313487,0.01503198809852107,0.013007497562451203,1.171710000000079,0.5275659999999917
HS1313865,0.01395250797869998,0.012060008358199861,1.29825,0.7330719999999855
MH0242303,0.013392039641907109,0.011560820515407334,1.190423000000068,1.3705800000000163
HS1313839,0.012232834343078217,0.010330876739672869,1.4441710000000894,0.8049089999999851
HS2003085,0.010732466058051528,0.007762760872236761,0.3635210000000661,1.1987179999999935
HS1313925,0.008474073095074447,0.006824587483954752,1.4398450000000884,0.6548769999999786
HS1316445,0.00196856385158465,0.00031776458973640766,1.6083550000000977,1.1087029999999796
HS2003046,0.0016930390033916853,0.0003242961791283652,0.6359320000000298,1.29086599999998
HS1314769,0.001503835402555089,0.0003000110682386341,0.965234000000055,1.4030779999999796
HS2003015,0.001469783643976472,0.0003294385870815455,0.884298000000068,1.3761879999999655
HS1306904,0.0014164457018630925,0.0003182490647985939,1.0040630000000819,1.1209689999999828
HS1313391,0.0011723160428437247,0.00028468167928923853,0.9994580000001005,0.8746940000000177
HS1313343,0.001102421575173027,0.00029772373091833536,0.27593800000008195,0.5257880000000005
HS1308259,0.0011013545343345026,0.000293698674900762,1.6401220000000902,1.4348209999999963
