method_short,method,seed_count,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std,event_mrr_mean_mean,event_mrr_mean_std,event_top1_mean,event_top1_std,event_top3_mean,event_top3_std,event_top5_mean,event_top5_std
embedding-guided clean,embedding_guided_clean,3,0.8325483000667954,0.06648858718542904,0.7378930218695317,0.08133288428850881,0.9069448691217347,0.06886179644577471,0.9596402529654245,0.05325667495804794,0.823530050503713,0.046927531822930794,0.746031746031746,0.057230972626412496,0.9312169312169312,0.06608463490368675,0.978835978835979,0.036657159948547666
