experiment,method_key,method,budget,n_runs,mrr_mean,mrr_std,top1_mean,top1_std,top3_mean,top3_std,top5_mean,top5_std,event_top1_mean,event_top1_std,event_top3_mean,event_top3_std,normal_window_fpr_mean,normal_window_fpr_std,scene_f1_mean,scene_f1_std
embedding_source_ablation,coordinate_diversity,Coordinate-Diversity,25,1,0.8149516270177005,0.0,0.7077625570776256,0.0,0.9189497716894978,0.0,0.9509132420091324,0.0,0.7540983606557377,0.0,0.9344262295081968,0.0,0.0015822784810126582,0.0,0.9917355371900827,0.0
embedding_source_ablation,embedding_guided,Embedding-Guided,25,1,0.8822670256438321,0.0,0.7968036529680366,0.0,0.9714611872146118,0.0,0.997716894977169,0.0,0.7868852459016393,0.0,0.9672131147540983,0.0,0.0015822784810126582,0.0,0.9917355371900827,0.0
embedding_source_ablation,topology_diversity,Topology-Diversity,25,1,0.7936240443151835,0.0,0.6689497716894978,0.0,0.9143835616438356,0.0,0.980593607305936,0.0,0.7377049180327869,0.0,0.9344262295081968,0.0,0.0015822784810126582,0.0,0.9833333333333333,0.0
low_budget_confirmation,degree,Degree,5,3,0.5955908777711644,0.04868602484987434,0.42523553700557204,0.05023570085810367,0.7129451545610007,0.05897478653819364,0.8412868346035529,0.07127185352660242,0.47267759562841527,0.10116671356051155,0.7527322404371585,0.0656164478607805,0.01852812878882843,0.006209330075936889,0.9944444444444445,0.009622504486493794
low_budget_confirmation,embedding_guided,Embedding-Guided,5,3,0.586597759105181,0.03291443939144776,0.4022468745862876,0.031494230757391,0.6922414772304436,0.06203206954613948,0.8543619878876755,0.002360695796523465,0.430754781420765,0.04257318028971689,0.7056010928961749,0.07400728541410848,0.0040893942742949215,0.001601571279646109,0.9944903581267218,0.00477148982801342
low_budget_confirmation,two_stage_v1,Two-stage v1,5,3,0.36618061845661476,0.04764675387017841,0.21114710653941754,0.052404464429702514,0.43412644696529945,0.05871207578247504,0.5292610714338871,0.04537909541856891,0.2581967213114754,0.03354652775357561,0.4833504098360656,0.04960738739479565,0.0030244800297948952,0.0015625556562309235,1.0,0.0
