method_key,method_short,method,budget,diagnosis_seed,split_mode,layout_file,output_tag,metrics_file,command,direct,near,far,mean_hop,max_hop,overlap_count,monitor_dispersion_mean_hop,monitor_redundancy_mean_jaccard,global_mean_hop,metrics_status,window_mrr,window_top1,window_top3,window_top5,event_mrr_mean,event_top1_mean,event_top3_mean,event_top5_mean,scenario_count
v2_2_clean_generalization,v2_2 clean,learnable_layout_network_v2_2_clean_generalization,10,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N10\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N10_layoutseed42.json,ch5_core_v2_2_clean_generalization_N10_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v2_2_clean_generalization_N10_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N10\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N10_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_v2_2_clean_generalization_N10_scenario_s42",5,29,16,2.32,9.0,5,12.666666666666666,0.08989417989417989,3.1796875,missing,,,,,,,,,
v2_2_clean_generalization,v2_2 clean,learnable_layout_network_v2_2_clean_generalization,10,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N10\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N10_layoutseed42.json,ch5_core_v2_2_clean_generalization_N10_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v2_2_clean_generalization_N10_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N10\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N10_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_v2_2_clean_generalization_N10_scenario_s123",5,29,16,2.32,9.0,5,12.666666666666666,0.08989417989417989,3.1796875,missing,,,,,,,,,
degree,Degree,degree,15,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N15.json,ch5_core_degree_N15_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_degree_N15_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_degree_N15_scenario_s7",8,19,23,3.9,15.0,8,9.647619047619047,0.08932350718065003,,missing,,,,,,,,,
degree,Degree,degree,15,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N15.json,ch5_core_degree_N15_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_degree_N15_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_degree_N15_scenario_s42",8,19,23,3.9,15.0,8,9.647619047619047,0.08932350718065003,,missing,,,,,,,,,
degree,Degree,degree,15,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N15.json,ch5_core_degree_N15_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_degree_N15_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_degree_N15_scenario_s123",8,19,23,3.9,15.0,8,9.647619047619047,0.08932350718065003,,missing,,,,,,,,,
candidate_observability,Cand-Obs,candidate_observability,15,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N15.json,ch5_core_candidate_observability_N15_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_candidate_observability_N15_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_candidate_observability_N15_scenario_s7",9,33,8,1.52,5.0,9,13.095238095238095,0.010748299319727891,,missing,,,,,,,,,
candidate_observability,Cand-Obs,candidate_observability,15,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N15.json,ch5_core_candidate_observability_N15_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_candidate_observability_N15_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_candidate_observability_N15_scenario_s42",9,33,8,1.52,5.0,9,13.095238095238095,0.010748299319727891,,missing,,,,,,,,,
candidate_observability,Cand-Obs,candidate_observability,15,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N15.json,ch5_core_candidate_observability_N15_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_candidate_observability_N15_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_candidate_observability_N15_scenario_s123",9,33,8,1.52,5.0,9,13.095238095238095,0.010748299319727891,,missing,,,,,,,,,
two_stage_balanced_layout_v1,Two-stage v1,two_stage_balanced_layout_v1,15,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N15.json,ch5_core_two_stage_balanced_layout_v1_N15_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_two_stage_balanced_layout_v1_N15_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_two_stage_balanced_layout_v1_N15_scenario_s7",11,28,11,1.88,10.0,11,13.4,0.010105820105820106,,missing,,,,,,,,,
two_stage_balanced_layout_v1,Two-stage v1,two_stage_balanced_layout_v1,15,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N15.json,ch5_core_two_stage_balanced_layout_v1_N15_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_two_stage_balanced_layout_v1_N15_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_two_stage_balanced_layout_v1_N15_scenario_s42",11,28,11,1.88,10.0,11,13.4,0.010105820105820106,,missing,,,,,,,,,
two_stage_balanced_layout_v1,Two-stage v1,two_stage_balanced_layout_v1,15,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N15.json,ch5_core_two_stage_balanced_layout_v1_N15_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_two_stage_balanced_layout_v1_N15_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N15.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_two_stage_balanced_layout_v1_N15_scenario_s123",11,28,11,1.88,10.0,11,13.4,0.010105820105820106,,missing,,,,,,,,,
v0_2_clean_scenario,v0_2 clean,learnable_layout_network_v0_2_clean_scenario,15,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N15_layoutseed42.json,ch5_core_v0_2_clean_scenario_N15_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v0_2_clean_scenario_N15_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N15_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_v0_2_clean_scenario_N15_scenario_s7",9,33,8,1.52,5.0,9,13.038095238095238,0.08221758400329829,2.0546875,missing,,,,,,,,,
v0_2_clean_scenario,v0_2 clean,learnable_layout_network_v0_2_clean_scenario,15,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N15_layoutseed42.json,ch5_core_v0_2_clean_scenario_N15_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v0_2_clean_scenario_N15_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N15_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_v0_2_clean_scenario_N15_scenario_s42",9,33,8,1.52,5.0,9,13.038095238095238,0.08221758400329829,2.0546875,missing,,,,,,,,,
v0_2_clean_scenario,v0_2 clean,learnable_layout_network_v0_2_clean_scenario,15,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N15_layoutseed42.json,ch5_core_v0_2_clean_scenario_N15_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v0_2_clean_scenario_N15_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N15_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_v0_2_clean_scenario_N15_scenario_s123",9,33,8,1.52,5.0,9,13.038095238095238,0.08221758400329829,2.0546875,missing,,,,,,,,,
v2_2_clean_generalization,v2_2 clean,learnable_layout_network_v2_2_clean_generalization,15,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N15_layoutseed42.json,ch5_core_v2_2_clean_generalization_N15_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v2_2_clean_generalization_N15_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N15_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_v2_2_clean_generalization_N15_scenario_s7",7,34,9,1.68,6.0,7,13.142857142857142,0.08051432694289835,2.109375,missing,,,,,,,,,
v2_2_clean_generalization,v2_2 clean,learnable_layout_network_v2_2_clean_generalization,15,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N15_layoutseed42.json,ch5_core_v2_2_clean_generalization_N15_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v2_2_clean_generalization_N15_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N15_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_v2_2_clean_generalization_N15_scenario_s42",7,34,9,1.68,6.0,7,13.142857142857142,0.08051432694289835,2.109375,missing,,,,,,,,,
v2_2_clean_generalization,v2_2 clean,learnable_layout_network_v2_2_clean_generalization,15,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N15_layoutseed42.json,ch5_core_v2_2_clean_generalization_N15_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v2_2_clean_generalization_N15_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v2_2_clean_generalization\N15\layout_seed_42\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N15_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_v2_2_clean_generalization_N15_scenario_s123",7,34,9,1.68,6.0,7,13.142857142857142,0.08051432694289835,2.109375,missing,,,,,,,,,
degree,Degree,degree,20,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N20.json,ch5_core_degree_N20_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_degree_N20_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_degree_N20_scenario_s7",12,18,20,3.64,15.0,12,9.294736842105262,0.07945906432748538,,missing,,,,,,,,,
degree,Degree,degree,20,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N20.json,ch5_core_degree_N20_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_degree_N20_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_degree_N20_scenario_s42",12,18,20,3.64,15.0,12,9.294736842105262,0.07945906432748538,,missing,,,,,,,,,
degree,Degree,degree,20,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N20.json,ch5_core_degree_N20_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_degree_N20_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\degree\monitor_nodes_degree_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_degree_N20_scenario_s123",12,18,20,3.64,15.0,12,9.294736842105262,0.07945906432748538,,missing,,,,,,,,,
candidate_observability,Cand-Obs,candidate_observability,20,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N20.json,ch5_core_candidate_observability_N20_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_candidate_observability_N20_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_candidate_observability_N20_scenario_s7",12,35,3,1.2,3.0,12,12.963157894736842,0.0056265664160401,,missing,,,,,,,,,
candidate_observability,Cand-Obs,candidate_observability,20,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N20.json,ch5_core_candidate_observability_N20_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_candidate_observability_N20_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_candidate_observability_N20_scenario_s42",12,35,3,1.2,3.0,12,12.963157894736842,0.0056265664160401,,missing,,,,,,,,,
candidate_observability,Cand-Obs,candidate_observability,20,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N20.json,ch5_core_candidate_observability_N20_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_candidate_observability_N20_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\candidate_observability\monitor_nodes_candidate_observability_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_candidate_observability_N20_scenario_s123",12,35,3,1.2,3.0,12,12.963157894736842,0.0056265664160401,,missing,,,,,,,,,
two_stage_balanced_layout_v1,Two-stage v1,two_stage_balanced_layout_v1,20,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N20.json,ch5_core_two_stage_balanced_layout_v1_N20_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_two_stage_balanced_layout_v1_N20_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_two_stage_balanced_layout_v1_N20_scenario_s7",15,28,7,1.36,6.0,15,13.76842105263158,0.011271929824561404,,missing,,,,,,,,,
two_stage_balanced_layout_v1,Two-stage v1,two_stage_balanced_layout_v1,20,42,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N20.json,ch5_core_two_stage_balanced_layout_v1_N20_scenario_s42,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_two_stage_balanced_layout_v1_N20_scenario_s42.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 42 --output-tag ch5_core_two_stage_balanced_layout_v1_N20_scenario_s42",15,28,7,1.36,6.0,15,13.76842105263158,0.011271929824561404,,missing,,,,,,,,,
two_stage_balanced_layout_v1,Two-stage v1,two_stage_balanced_layout_v1,20,123,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N20.json,ch5_core_two_stage_balanced_layout_v1_N20_scenario_s123,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_two_stage_balanced_layout_v1_N20_scenario_s123.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N20.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 123 --output-tag ch5_core_two_stage_balanced_layout_v1_N20_scenario_s123",15,28,7,1.36,6.0,15,13.76842105263158,0.011271929824561404,,missing,,,,,,,,,
v0_2_clean_scenario,v0_2 clean,learnable_layout_network_v0_2_clean_scenario,20,7,scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N20\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N20_layoutseed42.json,ch5_core_v0_2_clean_scenario_N20_scenario_s7,E:\11.16\script2_new\outputs\reports\last_run_metrics_ch5_core_v0_2_clean_scenario_N20_scenario_s7.json,"conda run -n swmm_gpu python ""E:\11.16\script2_new\scripts\train_privileged_teacher_student.py"" --student-monitors ""E:\11.16\script2_new\chapter5_layout_optimization\outputs\layout_stability\layout_files\v0_2_clean_scenario\N20\layout_seed_42\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N20_layoutseed42.json"" --teacher-subdir time_gated_full_ie_v4_formal_conservative420_seed42 --student-model-type hydraulic_inverse_deepattn --num-epochs 25 --lambda-kd 0 --lambda-active-kd 0 --split-mode scenario --seed 7 --output-tag ch5_core_v0_2_clean_scenario_N20_scenario_s7",12,35,3,1.24,3.0,12,12.594736842105263,0.08919966729177255,1.6484375,missing,,,,,,,,,
