method_group,embedding_seed,method_short,method,direct,near,far,mean_hop,max_hop,overlap_count,monitor_dispersion_mean_hop,monitor_redundancy_mean_jaccard,layout_file,checkpoint,encoder_model_type_resolved,train_windows_used_for_embedding,embedding_shape
embedding_guided_probe,42,embedding-guided clean,embedding_guided_clean,7,22,21,2.9,9.0,7,13.143333333333333,0.0867520211270211,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\embedding_guided_clean\monitor_nodes_embedding_guided_clean_N25.json,E:\11.16\script2_new\outputs\model_checkpoints\best_model_ch4_timewin_seq24_s42.pth,hydraulic_inverse_deepattn,12980,"[128, 256]"
