method_short,method,layout_file,monitor_budget_n,candidate_node_id,min_monitor_hop,nearest_monitor,observability_tier_layout,is_direct,is_near,is_far
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1311473,2,HS1313025,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1316721,0,HS1316721,direct,True,False,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1314477,1,HS1308324,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1313835,1,HS1316417,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1313205,2,HS1306601,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1306904,1,HS1306601,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1324403,2,HS1313025,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1316415,0,HS1316415,direct,True,False,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1313925,1,HS1313959,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1313001,1,HS1313025,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,MH0101924,1,HS1313402,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS2003111,0,HS2003111,direct,True,False,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,MH0242782,0,MH0242782,direct,True,False,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1344902,2,HS1316643,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1306554,2,HS1306601,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1330842,0,HS1330842,direct,True,False,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1316585,1,HS1316643,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1313253,4,HS1306601,far,False,False,True
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1313597,0,HS1313597,direct,True,False,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1344261,1,HS1316302,near,False,True,False
Two-stage v1,two_stage_balanced_layout_v1,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\two_stage_balanced_layout_v1\monitor_nodes_two_stage_balanced_layout_v1_N25.json,25,HS1344920,2,HS1313298,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313402,1,HS1313391,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,MH0258475,0,MH0258475,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,VP0232532,0,VP0232532,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,MH0201629,0,MH0201629,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1308259,0,HS1308259,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1311339,8,HS2003014,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1311288,0,HS1311288,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313298,1,HS1313343,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS2003046,1,HS1306601,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1314505,2,MH0242298,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316563,2,HS1316267,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316814,4,HS1316721,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316417,0,HS1316417,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313025,1,HS1313044,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,MH0201710,0,MH0201710,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1344263,2,MH0258475,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313471,3,HS1313391,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,MH0200661,1,MH0201710,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1314237,15,HS1306471,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1306601,0,HS1306601,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316202,1,HS1316207,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313618,2,MH0241587,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1306471,0,HS1306471,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS2003015,2,HS2003014,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313140,1,HS1313044,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1308302,3,HS1306601,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS2003085,0,HS2003085,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1306571,1,HS1306601,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316643,1,HS1316671,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1311473,3,HS1313044,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316721,0,HS1316721,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1314477,2,HS1308259,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313835,1,HS1316417,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313205,1,HS1313391,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1306904,1,HS1306601,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1324403,1,HS1313044,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316415,0,HS1316415,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313925,3,HS1316267,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313001,2,HS1311288,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,MH0101924,3,MH0241587,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS2003111,1,HS2003085,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,MH0242782,1,MH0258475,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1344902,0,HS1344902,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1306554,2,HS1306601,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1330842,7,HS2003014,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1316585,2,HS1316671,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313253,0,HS1313253,direct,True,False,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1313597,6,HS1316207,far,False,False,True
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1344261,2,HS1316267,near,False,True,False
v0_2 clean,learnable_layout_network_v0_2_clean_scenario,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v0_2_clean_scenario\monitor_nodes_learnable_layout_network_v0_2_clean_scenario_N25.json,25,HS1344920,6,HS1306601,far,False,False,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313402,2,HS1308301,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,MH0258475,0,MH0258475,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,VP0232532,2,MH0201710,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,MH0201629,2,MH0201710,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1308259,0,HS1308259,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1311339,2,MH0100334,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1311288,0,HS1311288,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313298,1,HS1313343,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS2003046,1,HS1306601,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1314505,2,MH0242298,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316563,2,HS1316267,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316814,4,HS1316721,far,False,False,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316417,2,HS1308301,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313025,1,HS1313044,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,MH0201710,0,MH0201710,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1344263,1,HS1316585,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313471,1,HS1313487,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,MH0200661,1,MH0201710,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1314237,2,HS2003111,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1306601,0,HS1306601,direct,True,False,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316202,1,HS1316207,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313618,2,MH0241587,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1306471,2,HS1316721,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS2003015,2,HS2003014,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1313140,1,HS1313044,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1308302,1,HS1308301,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS2003085,1,HS2003111,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1306571,1,HS1306601,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316643,1,HS1316585,near,False,True,False
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1311473,3,HS1313044,far,False,False,True
v2_2 clean,learnable_layout_network_v2_2_clean_generalization,E:\11.16\script2_new\chapter5_layout_optimization\outputs\layouts\learnable_layout_network_v2_2_clean_generalization\monitor_nodes_learnable_layout_network_v2_2_clean_generalization_N25.json,25,HS1316721,0,HS1316721,direct,True,False,False
