method_short,method,seed,monitor_budget_n,scenario_id,n_windows,scenario_mrr,scenario_top1,scenario_top3,scenario_top5,source_json,defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow,observability_tier,nearest_monitors,is_hard_candidate,min_monitor_hop,nearest_monitor,observability_tier_layout
Cand-Obs,candidate_observability,123,25,420,18,0.9722222222222222,0.9444444444444444,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_candidate_observability_scen_N25_s123.json,420,E,VP0232532,18,40,6,18,-0.5762,0.0,0.0,0.0,1.4405,far,HS1306571,True,2,MH0201710,near
Degree,degree,7,25,1,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,1,I,HS1313402,,60,8,12,61.7252,0.0,0.0,0.0,102.8754,direct,HS1313402,False,0,HS1313402,direct
Degree,degree,7,25,7,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,7,I,MH0258475,,40,8,12,1.1101,0.0,0.0,0.0,2.7753,far,HS1316563,True,5,HS1316563,far
Degree,degree,7,25,11,6,0.5,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,11,I,VP0232532,,60,14,6,0.8664,0.0,0.0,0.0,1.444,far,HS1306571,True,15,HS1306571,far
Degree,degree,7,25,24,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,24,I,HS1308259,,60,14,18,7.3777,0.0,0.0,0.0,12.2961,near,HS1308324,False,1,HS1308324,near
Degree,degree,7,25,26,17,0.9137254901960784,0.8823529411764706,0.9411764705882352,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,26,I,HS1311339,,60,2,18,3.6022,0.0,0.0,0.0,6.0037,far,MH0100292,True,3,MH0100292,far
Degree,degree,7,25,39,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,39,I,HS1313298,,40,8,24,12.8103,0.0,0.0,0.0,32.0259,direct,HS1313298,False,0,HS1313298,direct
Degree,degree,7,25,43,17,0.3691176470588235,0.0,0.7058823529411765,0.8823529411764706,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,43,I,HS2003046,,60,2,18,44.5183,0.0,0.0,0.0,74.1972,near,HS1306601,False,1,HS1306601,near
Degree,degree,7,25,45,6,0.2749999999999999,0.0,0.5,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,45,I,HS2003046,,60,8,6,44.5183,0.0,0.0,0.0,74.1972,near,HS1306601,False,1,HS1306601,near
Degree,degree,7,25,68,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,68,I,HS1313025,,60,2,24,13.3202,0.0,0.0,0.0,22.2003,direct,HS1313025,False,0,HS1313025,direct
Degree,degree,7,25,69,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,69,I,HS1313025,,60,20,18,13.3202,0.0,0.0,0.0,22.2003,direct,HS1313025,False,0,HS1313025,direct
Degree,degree,7,25,72,12,0.75,0.5,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,72,I,MH0201710,,60,20,12,9.4275,0.0,0.0,0.0,15.7126,far,HS1306571,True,15,HS1306571,far
Degree,degree,7,25,73,24,0.8680555555555555,0.75,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,73,I,MH0201710,,40,20,24,6.285,0.0,0.0,0.0,15.7126,far,HS1306571,True,15,HS1306571,far
Degree,degree,7,25,76,12,0.4513888888888888,0.0833333333333333,0.9166666666666666,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,76,I,HS1344263,,40,14,12,5.6403,0.0,0.0,0.0,14.1007,far,HS1316563,True,3,HS1316563,far
Degree,degree,7,25,93,24,0.4194444444444445,0.0,0.9166666666666666,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,93,I,HS1314237,,50,14,24,13.6559,0.0,0.0,0.0,27.3118,far,HS1306601,True,15,HS1306571,far
Degree,degree,7,25,104,17,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,104,I,HS1316202,,40,2,18,30.3413,0.0,0.0,0.0,75.8532,near,HS1316267,False,2,HS1316267,near
Degree,degree,7,25,113,24,0.5625,0.125,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,113,I,HS1306471,,40,8,24,0.8566,0.0,0.0,0.0,2.1414,far,HS1316467,True,7,HS1308324,far
Degree,degree,7,25,138,5,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,138,I,HS1306571,,50,2,6,53.7879,0.0,0.0,0.0,107.5758,direct,HS1306571,False,0,HS1306571,direct
Degree,degree,7,25,150,6,0.5,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,150,I,HS1311473,,40,20,6,0.74,0.0,0.0,0.0,1.85,near,HS1313001,False,1,HS1313001,near
Degree,degree,7,25,152,17,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,152,I,HS1316721,,60,2,18,9.9812,0.0,0.0,0.0,16.6354,near,HS1316467,False,2,HS1316467,near
Degree,degree,7,25,153,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,153,I,HS1316721,,60,14,18,9.9812,0.0,0.0,0.0,16.6354,near,HS1316467,False,2,HS1316467,near
Degree,degree,7,25,168,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,168,I,HS1313205,,50,20,24,31.3426,0.0,0.0,0.0,62.6852,direct,HS1313205,False,0,HS1313205,direct
Degree,degree,7,25,176,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,176,I,HS1324403,,60,20,12,37.5994,0.0,0.0,0.0,62.6657,near,HS1313044;HS1318293,False,1,HS1313044,near
Degree,degree,7,25,184,5,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,184,I,HS1316415,,50,2,6,2.8392,0.0,0.0,0.0,5.6785,far,HS1316267,True,5,HS1308324,far
Degree,degree,7,25,186,17,0.2775634116314122,0.1764705882352941,0.2941176470588235,0.3529411764705882,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,186,I,HS1313925,,60,2,18,1.2007,0.0,0.0,0.0,2.0012,near,HS1313959,False,1,HS1313959,near
Degree,degree,7,25,190,24,0.7958537581699346,0.75,0.7916666666666666,0.8333333333333334,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,190,I,HS1313925,,50,14,24,1.0006,0.0,0.0,0.0,2.0012,near,HS1313959,False,1,HS1313959,near
Degree,degree,7,25,192,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,192,I,HS1313001,,60,14,6,4.2315,0.0,0.0,0.0,7.0525,direct,HS1313001,False,0,HS1313001,direct
Degree,degree,7,25,193,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,193,I,HS1313001,,40,2,24,2.821,0.0,0.0,0.0,7.0525,direct,HS1313001,False,0,HS1313001,direct
Degree,degree,7,25,196,24,0.5138888888888888,0.0416666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,196,I,MH0101924,,60,20,24,20.9231,0.0,0.0,0.0,34.8718,near,HS1313402;MH0100292,False,1,HS1313402,near
Degree,degree,7,25,197,17,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,197,I,MH0101924,,40,2,18,13.9487,0.0,0.0,0.0,34.8718,near,HS1313402;MH0100292,False,1,HS1313402,near
Degree,degree,7,25,202,18,0.7055555555555556,0.5,0.9444444444444444,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,202,I,HS2003111,,40,14,18,11.8885,0.0,0.0,0.0,29.7212,far,HS1306601,True,15,HS1306571,far
Degree,degree,7,25,212,5,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,212,I,HS1344902,,60,2,6,2.9322,0.0,0.0,0.0,4.887,far,HS1316467,True,5,HS1316563,far
Degree,degree,7,25,219,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,219,I,HS1306554,,50,8,6,16.6903,0.0,0.0,0.0,33.3805,near,HS1306571,False,1,HS1306571,near
Degree,degree,7,25,225,18,0.5375661375661376,0.2777777777777778,0.6666666666666666,0.9444444444444444,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,225,I,HS1330842,,50,8,18,4.3084,0.0,0.0,0.0,8.6168,far,HS1306601,True,6,HS2003013,far
Degree,degree,7,25,234,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,234,I,HS1313253,,40,8,24,2.6967,0.0,0.0,0.0,6.7419,direct,HS1313253,False,0,HS1313253,direct
Degree,degree,7,25,248,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,248,I,HS1344920,,60,2,24,2.5461,0.0,0.0,0.0,4.2436,near,HS1313298,False,2,HS1313298,near
Degree,degree,7,25,251,6,0.75,0.5,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,251,E,HS1306571,HS1306554.2,50,6,6,-16.6747,0.0,0.0,0.0,33.3493,direct,HS1306571,False,0,HS1306571,direct
Degree,degree,7,25,252,21,0.7380952380952381,0.4761904761904761,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,252,E,HS1306571,HS1306554.2,40,0,24,-13.3397,0.0,0.0,0.0,33.3493,direct,HS1306571,False,0,HS1306571,direct
Degree,degree,7,25,253,15,0.8,0.6,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,253,E,HS1306571,HS1306554.2,60,0,18,-20.0096,0.0,0.0,0.0,33.3493,direct,HS1306571,False,0,HS1306571,direct
Degree,degree,7,25,258,18,0.6388888888888888,0.2777777777777778,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,258,E,HS1306601,HS1306571.1,50,18,18,-53.7476,0.0,0.0,0.0,107.4953,direct,HS1306601,False,0,HS1306601,direct
Degree,degree,7,25,261,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,261,E,HS1306904,HS1313402.2,60,6,18,-38.4051,0.0,0.0,0.0,64.0085,direct,HS1306904,False,0,HS1306904,direct
Degree,degree,7,25,276,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,276,E,HS1311339,HS1311349.2,50,12,24,-1.4322,0.0,0.0,0.0,2.8644,far,MH0100292,True,3,MH0100292,far
Degree,degree,7,25,280,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,280,E,HS1311339,HS1311349.2,60,18,18,-1.7186,0.0,0.0,0.0,2.8644,far,MH0100292,True,3,MH0100292,far
Degree,degree,7,25,291,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,291,E,HS1313140,HS1313044.1,60,6,6,5.3905,0.0,0.0,0.0,-8.9841,near,HS1313044,False,1,HS1313044,near
Degree,degree,7,25,292,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,292,E,HS1313140,HS1313044.1,60,6,12,5.3905,0.0,0.0,0.0,-8.9841,near,HS1313044,False,1,HS1313044,near
Degree,degree,7,25,312,21,0.9047619047619048,0.8095238095238095,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,312,E,HS1313402,HS1313391.1,40,0,24,-23.3318,0.0,0.0,0.0,58.3294,direct,HS1313402,False,0,HS1313402,direct
Degree,degree,7,25,313,3,0.4555555555555555,0.3333333333333333,0.3333333333333333,0.6666666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,313,E,HS1313402,HS1313391.1,60,0,6,-34.9977,0.0,0.0,0.0,58.3294,direct,HS1313402,False,0,HS1313402,direct
Degree,degree,7,25,318,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,318,E,HS1313597,HS1313613.1,60,18,6,-1.7301,0.0,0.0,0.0,2.8834,direct,HS1313597,False,0,HS1313597,direct
Degree,degree,7,25,326,12,0.425,0.0,0.8333333333333334,0.9166666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,326,E,HS1314237,HS1314210.1,50,6,12,-1.9257,0.0,0.0,0.0,3.8514,far,HS1306601,True,15,HS1306571,far
Degree,degree,7,25,340,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,340,E,HS1314505,HS1314769.1,50,12,18,3.7797,0.0,0.0,0.0,-7.5595,near,HS2003013,False,2,HS2003013,near
Degree,degree,7,25,344,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,344,E,HS1316202,HS1316177.1,50,12,12,-34.5508,0.0,0.0,0.0,69.1016,near,HS1316267,False,2,HS1316267,near
Degree,degree,7,25,346,18,0.6986772486772487,0.6111111111111112,0.6666666666666666,0.9444444444444444,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,346,E,HS1316563,HS1316467.1,50,12,18,-8.5035,0.0,0.0,0.0,17.007,direct,HS1316563,False,0,HS1316563,direct
Degree,degree,7,25,349,18,0.4791666666666667,0.2777777777777778,0.5,0.6666666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,349,E,HS1316563,HS1316467.1,40,12,18,-6.8028,0.0,0.0,0.0,17.007,direct,HS1316563,False,0,HS1316563,direct
Degree,degree,7,25,350,6,0.1401515151515151,0.0,0.0,0.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,350,E,HS1316563,HS1316467.1,40,12,6,-6.8028,0.0,0.0,0.0,17.007,direct,HS1316563,False,0,HS1316563,direct
Degree,degree,7,25,357,12,0.5416666666666666,0.25,0.8333333333333334,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,357,E,HS1316643,HS1316671.1,40,12,12,-3.5514,0.0,0.0,0.0,8.8784,far,HS1316467;HS1316563,True,3,HS1316563,far
Degree,degree,7,25,367,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,367,E,HS1324403,14,60,18,24,-35.3267,0.0,0.0,0.0,58.8778,near,HS1313044;HS1318293,False,1,HS1313044,near
Degree,degree,7,25,372,12,0.673611111111111,0.5,0.9166666666666666,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,372,E,HS1344263,MH0242782.1,40,6,12,-3.5554,0.0,0.0,0.0,8.8884,far,HS1316563,True,3,HS1316563,far
Degree,degree,7,25,384,18,0.2464285714285714,0.0,0.2222222222222222,0.7222222222222222,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,384,E,HS2003046,HS1306601.1,50,12,18,-16.628,0.0,0.0,0.0,33.256,near,HS1306601,False,1,HS1306601,near
Degree,degree,7,25,391,18,0.120679012345679,0.0,0.0,0.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,391,E,MH0101924,MH0100292.1,40,6,18,-12.1274,0.0,0.0,0.0,30.3184,near,HS1313402;MH0100292,False,1,HS1313402,near
Degree,degree,7,25,392,24,0.1141940235690235,0.0,0.0,0.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,392,E,MH0101924,MH0100292.1,40,6,24,-12.1274,0.0,0.0,0.0,30.3184,near,HS1313402;MH0100292,False,1,HS1313402,near
Degree,degree,7,25,393,6,0.1435185185185185,0.0,0.0,0.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,393,E,MH0101924,MH0100292.1,50,18,6,-15.1592,0.0,0.0,0.0,30.3184,near,HS1313402;MH0100292,False,1,HS1313402,near
Degree,degree,7,25,399,21,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,399,E,MH0200661,VP0232532.1,60,0,24,-0.8409,0.0,0.0,0.0,1.4016,far,HS1306571,True,15,HS1306571,far
Degree,degree,7,25,408,12,0.4861111111111111,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,408,E,MH0201710,25,60,6,12,-2.0695,0.0,0.0,0.0,3.4491,far,HS1306571,True,15,HS1306571,far
Degree,degree,7,25,410,18,0.4907407407407407,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_degree_scen_N25_s7.json,410,E,MH0201710,25,60,6,18,-2.0695,0.0,0.0,0.0,3.4491,far,HS1306571,True,15,HS1306571,far
Degree,degree,42,25,14,6,0.3333333333333333,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,14,I,VP0232532,,40,14,6,0.5776,0.0,0.0,0.0,1.444,far,HS1306571,True,15,HS1306571,far
Degree,degree,42,25,21,23,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,21,I,HS1308259,,50,2,24,6.1481,0.0,0.0,0.0,12.2961,near,HS1308324,False,1,HS1308324,near
Degree,degree,42,25,22,11,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,22,I,HS1308259,,60,2,12,7.3777,0.0,0.0,0.0,12.2961,near,HS1308324,False,1,HS1308324,near
Degree,degree,42,25,35,24,0.9666666666666668,0.9583333333333334,0.9583333333333334,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,35,I,HS1311288,,40,14,24,0.1439,0.0,0.0,0.0,0.3597,near,HS1313001,False,2,HS1313001,near
Degree,degree,42,25,49,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,49,I,HS1314505,,50,14,12,12.5795,0.0,0.0,0.0,25.1591,near,HS2003013,False,2,HS2003013,near
Degree,degree,42,25,50,5,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,50,I,HS1314505,,50,2,6,12.5795,0.0,0.0,0.0,25.1591,near,HS2003013,False,2,HS2003013,near
Degree,degree,42,25,51,6,0.1849206349206349,0.0,0.0,0.6666666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,51,I,HS1316563,,50,20,6,23.2201,0.0,0.0,0.0,46.4402,direct,HS1316563,False,0,HS1316563,direct
Degree,degree,42,25,53,18,0.4203703703703704,0.2222222222222222,0.4444444444444444,0.6666666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,53,I,HS1316563,,50,14,18,23.2201,0.0,0.0,0.0,46.4402,direct,HS1316563,False,0,HS1316563,direct
Degree,degree,42,25,55,18,0.5338624338624339,0.3888888888888889,0.5,0.6666666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,55,I,HS1316563,,60,14,18,27.8641,0.0,0.0,0.0,46.4402,direct,HS1316563,False,0,HS1316563,direct
Degree,degree,42,25,59,23,0.6521739130434783,0.3478260869565217,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,59,I,HS1316814,,60,2,24,2.0955,0.0,0.0,0.0,3.4925,far,HS1316467,True,9,HS1308324,far
Degree,degree,42,25,72,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,72,I,MH0201710,,60,20,12,9.4275,0.0,0.0,0.0,15.7126,far,HS1306571,True,15,HS1306571,far
Degree,degree,42,25,81,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,81,I,HS1313471,,60,14,12,3.044,0.0,0.0,0.0,5.0733,near,HS1313487,False,1,HS1313487,near
Degree,degree,42,25,88,23,0.5652173913043478,0.1304347826086956,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,88,I,MH0200661,,50,2,24,1.7404,0.0,0.0,0.0,3.4808,far,HS1306571,True,15,HS1306571,far
Degree,degree,42,25,89,12,0.6666666666666666,0.3333333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,89,I,MH0200661,,50,20,12,1.7404,0.0,0.0,0.0,3.4808,far,HS1306571,True,15,HS1306571,far
Degree,degree,42,25,92,12,0.9444444444444444,0.9166666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_firstcmp_degree_N25_s42.json,92,I,HS1314237,,50,20,12,13.6559,0.0,0.0,0.0,27.3118,far,HS1306601,True,15,HS1306571,far
