method_short,method,seed,monitor_budget_n,scenario_id,n_windows,scenario_mrr,scenario_top1,scenario_top3,scenario_top5,source_json,defect_id,defect_type,node_id,link_id,intensity_pct,start_hour,duration_h,flow,BODf,NH4,DO,baseline_flow,observability_tier,nearest_monitors,is_hard_candidate,min_monitor_hop,nearest_monitor,observability_tier_layout
Two-stage v1,two_stage_balanced_layout_v1,42,25,373,24,0.9583333333333334,0.9166666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_tsbal25_s42.json,373,E,HS1344263,MH0242782.1,40,18,24,-3.5554,0.0,0.0,0.0,8.8884,far,HS1316563,True,1,MH0242782,near
Two-stage v1,two_stage_balanced_layout_v1,42,25,386,24,0.2355960012210012,0.0,0.4166666666666667,0.6666666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_tsbal25_s42.json,386,E,HS2003111,HS1314268.1,40,6,24,-11.2233,0.0,0.0,0.0,28.0583,far,HS1306601,True,0,HS2003111,direct
Two-stage v1,two_stage_balanced_layout_v1,42,25,405,9,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_tsbal25_s42.json,405,E,MH0201629,MH0201597.1,40,0,12,2.7913,0.0,0.0,0.0,-6.9782,far,HS1306571,True,0,MH0201629,direct
Two-stage v1,two_stage_balanced_layout_v1,42,25,415,9,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_tsbal25_s42.json,415,E,MH0242782,MH0258475.1,40,0,12,-1.1097,0.0,0.0,0.0,2.7741,far,HS1316563,True,0,MH0242782,direct
Two-stage v1,two_stage_balanced_layout_v1,42,25,419,3,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_tsbal25_s42.json,419,E,VP0232532,18,60,0,6,-0.8643,0.0,0.0,0.0,1.4405,far,HS1306571,True,0,VP0232532,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,3,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,3,I,HS1313402,,60,20,12,61.7252,0.0,0.0,0.0,102.8754,direct,HS1313402,False,0,HS1313402,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,18,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,18,I,MH0201629,,40,8,18,2.7942,0.0,0.0,0.0,6.9856,far,HS1306571,True,0,MH0201629,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,33,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,33,I,HS1311288,,50,8,6,0.1798,0.0,0.0,0.0,0.3597,near,HS1313001,False,0,HS1311288,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,40,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,40,I,HS1313298,,60,14,24,19.2155,0.0,0.0,0.0,32.0259,direct,HS1313298,False,0,HS1313298,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,48,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,48,I,HS1314505,,40,20,6,10.0636,0.0,0.0,0.0,25.1591,near,HS2003013,False,1,MH0242303,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,58,24,0.9791666666666666,0.9583333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,58,I,HS1316814,,40,20,24,1.397,0.0,0.0,0.0,3.4925,far,HS1316467,True,1,HS1316835,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,65,6,0.75,0.5,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,65,I,HS1316417,,50,14,6,4.7895,0.0,0.0,0.0,9.5789,near,HS1313835,False,0,HS1316417,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,69,18,0.5,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,69,I,HS1313025,,60,20,18,13.3202,0.0,0.0,0.0,22.2003,direct,HS1313025,False,0,HS1313025,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,71,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,71,I,MH0201710,,60,20,6,9.4275,0.0,0.0,0.0,15.7126,far,HS1306571,True,2,MH0201629,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,74,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,74,I,MH0201710,,50,8,24,7.8563,0.0,0.0,0.0,15.7126,far,HS1306571,True,2,MH0201629,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,77,6,0.5833333333333334,0.3333333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,77,I,HS1344263,,60,8,6,8.4604,0.0,0.0,0.0,14.1007,far,HS1316563,True,1,MH0242782,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,84,17,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,84,I,HS1313471,,60,2,18,3.044,0.0,0.0,0.0,5.0733,near,HS1313487,False,1,HS1313487,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,85,18,0.9166666666666666,0.8333333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,85,I,HS1313471,,40,14,18,2.0293,0.0,0.0,0.0,5.0733,near,HS1313487,False,1,HS1313487,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,97,18,0.8287037037037037,0.7222222222222222,0.9444444444444444,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,97,I,HS1306601,,40,20,18,57.5998,0.0,0.0,0.0,143.9995,direct,HS1306601,False,0,HS1306601,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,99,18,0.9722222222222222,0.9444444444444444,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,99,I,HS1306601,,60,8,18,86.3997,0.0,0.0,0.0,143.9995,direct,HS1306601,False,0,HS1306601,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,100,11,0.9545454545454546,0.9090909090909092,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,100,I,HS1306601,,60,2,12,86.3997,0.0,0.0,0.0,143.9995,direct,HS1306601,False,0,HS1306601,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,107,24,0.9583333333333334,0.9166666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,107,I,HS1313618,,50,20,24,2.057,0.0,0.0,0.0,4.114,near,HS1313640,False,1,HS1313640,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,112,24,0.9791666666666666,0.9583333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,112,I,HS1306471,,40,14,24,0.8566,0.0,0.0,0.0,2.1414,far,HS1316467,True,2,HS1316721,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,114,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,114,I,HS1306471,,50,20,6,1.0707,0.0,0.0,0.0,2.1414,far,HS1316467,True,2,HS1316721,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,119,11,0.8333333333333333,0.7272727272727273,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,119,I,HS2003015,,40,2,12,29.6715,0.0,0.0,0.0,74.1787,near,HS2003013,False,0,HS2003015,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,124,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,124,I,HS1313140,,50,14,18,4.5023,0.0,0.0,0.0,9.0045,near,HS1313044,False,2,HS1313025,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,127,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,127,I,HS1308302,,50,8,18,13.9935,0.0,0.0,0.0,27.9871,near,HS1308324;HS1308301,False,1,HS1308324,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,136,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,136,I,HS1306571,,60,8,6,64.5455,0.0,0.0,0.0,107.5758,direct,HS1306571,False,1,HS1306601,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,147,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,147,I,HS1311473,,40,8,6,0.74,0.0,0.0,0.0,1.85,near,HS1313001,False,2,HS1313025,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,155,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,155,I,HS1316721,,60,8,24,9.9812,0.0,0.0,0.0,16.6354,near,HS1316467,False,0,HS1316721,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,159,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,159,I,HS1314477,,60,14,12,136.289,0.0,0.0,0.0,227.1484,near,HS1308324,False,1,HS1308324,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,169,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,169,I,HS1313205,,40,14,6,25.0741,0.0,0.0,0.0,62.6852,direct,HS1313205,False,2,HS1306601,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,177,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,177,I,HS1324403,,40,20,12,25.0663,0.0,0.0,0.0,62.6657,near,HS1313044;HS1318293,False,2,HS1313025,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,181,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,181,I,HS1316415,,40,14,18,2.2714,0.0,0.0,0.0,5.6785,far,HS1316267,True,0,HS1316415,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,206,6,0.9166666666666666,0.8333333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,206,I,MH0242782,,60,14,6,5.3314,0.0,0.0,0.0,8.8856,far,HS1316563,True,0,MH0242782,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,209,18,0.9444444444444444,0.8888888888888888,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,209,I,MH0242782,,60,8,18,5.3314,0.0,0.0,0.0,8.8856,far,HS1316563,True,0,MH0242782,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,214,24,0.9791666666666666,0.9583333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,214,I,HS1344902,,40,8,24,1.9548,0.0,0.0,0.0,4.887,far,HS1316467,True,2,HS1316643,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,215,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,215,I,HS1344902,,50,20,18,2.4435,0.0,0.0,0.0,4.887,far,HS1316467,True,2,HS1316643,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,225,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,225,I,HS1330842,,50,8,18,4.3084,0.0,0.0,0.0,8.6168,far,HS1306601,True,0,HS1330842,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,226,12,0.5416666666666666,0.0833333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,226,I,HS1316585,,60,20,12,15.107,0.0,0.0,0.0,25.1783,near,HS1316563,False,1,HS1316643,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,231,18,0.8518518518518519,0.7222222222222222,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,231,I,HS1313253,,40,20,18,2.6967,0.0,0.0,0.0,6.7419,direct,HS1313253,False,4,HS1306601,far
Two-stage v1,two_stage_balanced_layout_v1,123,25,254,6,0.8333333333333334,0.6666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,254,E,HS1306571,HS1306554.2,50,12,6,-16.6747,0.0,0.0,0.0,33.3493,direct,HS1306571,False,1,HS1306601,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,272,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,272,E,HS1308302,HS1308301.1,60,6,18,-14.1484,0.0,0.0,0.0,23.5807,near,HS1308324;HS1308301,False,1,HS1308324,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,279,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,279,E,HS1311339,HS1311349.2,40,12,6,-1.1458,0.0,0.0,0.0,2.8644,far,MH0100292,True,0,HS1311339,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,291,6,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,291,E,HS1313140,HS1313044.1,60,6,6,5.3905,0.0,0.0,0.0,-8.9841,near,HS1313044,False,2,HS1313025,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,306,12,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,306,E,HS1313298,HS1313343.1,50,6,12,-5.2215,0.0,0.0,0.0,10.4429,direct,HS1313298,False,0,HS1313298,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,312,21,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,312,E,HS1313402,HS1313391.1,40,0,24,-23.3318,0.0,0.0,0.0,58.3294,direct,HS1313402,False,0,HS1313402,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,315,3,0.8333333333333334,0.6666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,315,E,HS1313402,HS1313391.1,50,0,6,-29.1647,0.0,0.0,0.0,58.3294,direct,HS1313402,False,0,HS1313402,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,323,9,0.9444444444444444,0.8888888888888888,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,323,E,HS1313835,HS1313794.1,60,0,12,-27.977,0.0,0.0,0.0,46.6284,direct,HS1313835,False,1,HS1316417,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,326,12,0.5,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,326,E,HS1314237,HS1314210.1,50,6,12,-1.9257,0.0,0.0,0.0,3.8514,far,HS1306601,True,2,HS2003111,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,332,12,0.8425925925925926,0.75,0.9166666666666666,0.9166666666666666,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,332,E,HS1314477,1,50,6,12,-9.1498,0.0,0.0,0.0,18.2997,near,HS1308324,False,1,HS1308324,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,335,6,0.5722222222222223,0.3333333333333333,0.8333333333333334,0.8333333333333334,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,335,E,HS1314477,1,40,12,6,-7.3199,0.0,0.0,0.0,18.2997,near,HS1308324,False,1,HS1308324,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,340,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,340,E,HS1314505,HS1314769.1,50,12,18,3.7797,0.0,0.0,0.0,-7.5595,near,HS2003013,False,1,MH0242303,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,341,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,341,E,HS1316202,HS1316177.1,40,6,24,-27.6407,0.0,0.0,0.0,69.1016,near,HS1316267,False,2,HS1316415,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,349,18,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,349,E,HS1316563,HS1316467.1,40,12,18,-6.8028,0.0,0.0,0.0,17.007,direct,HS1316563,False,0,HS1316563,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,351,24,0.6180555555555557,0.3333333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,351,E,HS1316585,HS1344263.1,40,18,24,-5.6401,0.0,0.0,0.0,14.1004,near,HS1316563,False,1,HS1316643,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,354,15,0.6333333333333333,0.2666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,354,E,HS1316585,HS1344263.1,50,0,18,-7.0502,0.0,0.0,0.0,14.1004,near,HS1316563,False,1,HS1316643,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,359,18,0.4108686067019399,0.2222222222222222,0.6111111111111112,0.6111111111111112,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,359,E,HS1316643,HS1316671.1,60,12,18,-5.327,0.0,0.0,0.0,8.8784,far,HS1316467;HS1316563,True,0,HS1316643,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,362,24,0.9791666666666666,0.9583333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,362,E,HS1316721,HS1316811.1,40,18,24,-2.7005,0.0,0.0,0.0,6.7512,near,HS1316467,False,0,HS1316721,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,366,24,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,366,E,HS1324403,14,40,18,24,-23.5511,0.0,0.0,0.0,58.8778,near,HS1313044;HS1318293,False,2,HS1313025,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,381,15,0.9666666666666668,0.9333333333333332,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,381,E,HS2003046,HS1306601.1,40,0,18,-13.3024,0.0,0.0,0.0,33.256,near,HS1306601,False,1,HS1306601,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,383,3,0.7777777777777778,0.6666666666666666,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,383,E,HS2003046,HS1306601.1,50,0,6,-16.628,0.0,0.0,0.0,33.256,near,HS1306601,False,1,HS1306601,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,399,21,0.5,0.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,399,E,MH0200661,VP0232532.1,60,0,24,-0.8409,0.0,0.0,0.0,1.4016,far,HS1306571,True,1,VP0232532,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,406,18,0.6296296296296297,0.3333333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,406,E,MH0201710,25,50,18,18,-1.7246,0.0,0.0,0.0,3.4491,far,HS1306571,True,2,MH0201629,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,409,12,0.4861111111111111,0.0833333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,409,E,MH0201710,25,50,12,12,-1.7246,0.0,0.0,0.0,3.4491,far,HS1306571,True,2,MH0201629,near
Two-stage v1,two_stage_balanced_layout_v1,123,25,414,18,0.6666666666666666,0.3333333333333333,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,414,E,MH0242782,MH0258475.1,60,6,18,-1.6645,0.0,0.0,0.0,2.7741,far,HS1316563,True,0,MH0242782,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,419,3,1.0,1.0,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,419,E,VP0232532,18,60,0,6,-0.8643,0.0,0.0,0.0,1.4405,far,HS1306571,True,0,VP0232532,direct
Two-stage v1,two_stage_balanced_layout_v1,123,25,420,18,0.9166666666666666,0.8333333333333334,1.0,1.0,E:\11.16\script2_new\chapter5_layout_optimization\outputs\raw_metrics_from_main_reports_20260413\last_run_metrics_ch5_thesis_two_stage_balanced_layout_v1_scen_N25_s123.json,420,E,VP0232532,18,40,6,18,-0.5762,0.0,0.0,0.0,1.4405,far,HS1306571,True,0,VP0232532,direct
