scenario_id,defect_type,true_node,start_hour,duration_h,flow,abs_flow,dominant_hop_band,active_peak_response_index,peak_0-hop,peak_1-hop,peak_2-hop,peak_3+-hop,flow_rank_pct
177,I,HS1324403,20,12,25.0663,25.0663,3+-hop,2.447858854681338,0.0006887521966845949,0.00424301138334437,1.2548615117909536,2.447858854681338,0.772
178,I,HS1324403,14,12,31.3328,31.3328,3+-hop,3.085715576412414,0.0006219051895375312,0.03941732896600811,1.9683359178870883,3.085715576412414,0.826
179,I,HS1324403,20,6,37.5994,37.5994,3+-hop,3.6971864050993783,0.0007008195850457324,0.007818925131627578,1.9279525585226585,3.6971864050993783,0.858
180,I,HS1324403,2,12,31.3328,31.3328,3+-hop,3.0837919655679387,0.0006907752272607332,0.0008870766078820203,1.6950265424250908,3.0837919655679387,0.826
181,I,HS1316415,14,18,2.2714,2.2714,0-hop,0.870863941653939,0.870863941653939,0.19347139290812498,0.0015078886175977676,0.049078581156804996,0.224
182,I,HS1316415,2,12,3.4071,3.4071,0-hop,1.3081897003434726,1.3081897003434726,0.20084591356079828,0.0009834984642578515,0.05362529068678524,0.34
183,I,HS1316415,14,12,2.8392,2.8392,0-hop,1.1308478793570422,1.1308478793570422,0.2406243852411784,0.0008070838586312594,0.04335779612314886,0.292
184,I,HS1316415,2,6,2.8392,2.8392,0-hop,1.093133665550254,1.093133665550254,0.006962362464583178,0.0009653009550509404,0.03493586936292417,0.292
185,I,HS1316415,14,18,2.8392,2.8392,0-hop,1.1308478793570422,1.1308478793570422,0.2406243852411784,0.0009454000063006373,0.06098160386181484,0.292
186,I,HS1313925,2,18,1.2007,1.2007,3+-hop,0.08710239951008181,0.02939688647031954,0.0026106224314216254,0.0033613008279808634,0.08710239951008181,0.104
187,I,HS1313925,20,18,1.2007,1.2007,3+-hop,0.09745892930343428,0.01603575761066848,0.004172759925149979,0.0028305806612355954,0.09745892930343428,0.104
188,I,HS1313925,20,6,1.2007,1.2007,3+-hop,0.08308268110281328,0.01603575761066848,0.0015744870483884313,0.0016142603163537858,0.08308268110281328,0.104
189,I,HS1313925,2,6,0.8005,0.8005,3+-hop,0.05815475661687113,0.016524670913200264,0.0028192891863510617,0.0036851647727326278,0.05815475661687113,0.052
190,I,HS1313925,14,24,1.0006,1.0006,3+-hop,0.08680411811669834,0.025915139211073107,0.0034671867408306426,0.0021667072123860904,0.08680411811669834,0.072
191,I,HS1313001,14,24,4.2315,4.2315,2-hop,2.8565719527838223,0.0007578507928922595,0.785325281573849,2.8565719527838223,0.41602855774694886,0.396
192,I,HS1313001,14,6,4.2315,4.2315,2-hop,2.067422865755343,0.0005627200382753051,0.785325281573849,2.067422865755343,0.37247383288018115,0.396
193,I,HS1313001,2,24,2.821,2.821,2-hop,2.120653358868653,0.00047588821586656447,0.5043444851478746,2.120653358868653,0.2807480765494929,0.284
194,I,HS1313001,14,12,4.2315,4.2315,2-hop,2.720004715254507,0.0007578507928922595,0.785325281573849,2.720004715254507,0.4072879607542464,0.396
195,I,HS1313001,20,6,3.5263,3.5263,2-hop,2.3184170550516616,0.0006316807653550199,0.4486051426803471,2.3184170550516616,0.34150981582796613,0.352
196,I,MH0101924,20,24,20.9231,20.9231,3+-hop,1.5459917689700613,0.0018121687318732311,0.00042345476039270646,1.369848049286252,1.5459917689700613,0.76
197,I,MH0101924,2,18,13.9487,13.9487,3+-hop,1.0371894630149123,0.0018003433272290377,0.0009504917160070017,0.9666320401978882,1.0371894630149123,0.668
198,I,MH0101924,8,18,13.9487,13.9487,3+-hop,0.9022520289156621,0.00045841364758238487,0.0004669480201401425,0.882360221664172,0.9022520289156621,0.668
199,I,MH0101924,8,6,17.4359,17.4359,3+-hop,1.1228312447861042,0.000331646809291372,0.0004038908506028225,1.0782594588486896,1.1228312447861042,0.736
200,I,MH0101924,14,12,13.9487,13.9487,3+-hop,1.0260772479765456,0.002012238146026941,0.0004211568324293261,0.919919164288425,1.0260772479765456,0.668
201,I,HS2003111,20,18,14.8606,14.8606,3+-hop,0.5036732433042184,0.004214790598867062,0.005748335313279105,0.0008689709531505432,0.5036732433042184,0.682
202,I,HS2003111,14,18,11.8885,11.8885,3+-hop,0.3957114853983192,0.0039002145581785185,0.0044425425490339345,0.17580441398864702,0.3957114853983192,0.586
203,I,HS2003111,2,6,14.8606,14.8606,3+-hop,0.4914102142394623,0.001082688914212581,0.012685517131462005,0.0016485131455547819,0.4914102142394623,0.682
204,I,HS2003111,20,18,17.8327,17.8327,3+-hop,0.5997062806326285,0.00406769052144798,0.004042842548037179,0.0008604359404891098,0.5997062806326285,0.74
205,I,HS2003111,20,6,11.8885,11.8885,3+-hop,0.3895370826302543,0.004456529395011474,0.004726404483230616,0.0005114964726396774,0.3895370826302543,0.586
206,I,MH0242782,14,6,5.3314,5.3314,3+-hop,0.7087778976520029,0.003130114743727183,0.005485748204886858,0.00017542489944976449,0.7087778976520029,0.46
207,I,MH0242782,14,24,5.3314,5.3314,3+-hop,0.7499135270358113,0.0032956349314135877,0.005485748204886858,0.0009060719259445795,0.7499135270358113,0.46
208,I,MH0242782,20,6,5.3314,5.3314,3+-hop,0.7500335937626971,0.003112861899839492,0.0067957057747214675,0.0005682747655371834,0.7500335937626971,0.46
209,I,MH0242782,8,18,5.3314,5.3314,3+-hop,0.7501216569123254,0.0040381134172858355,0.005540183927028789,0.0004558069220746599,0.7501216569123254,0.46
210,I,MH0242782,2,6,5.3314,5.3314,3+-hop,0.6608917199091568,0.00369889413097465,0.005316174651601305,0.0009946110726670686,0.6608917199091568,0.46
211,I,HS1344902,2,24,2.4435,2.4435,1-hop,1.9290863564402514,0.004369016621300275,1.9290863564402514,1.592652019457922,0.30244083862157034,0.238
212,I,HS1344902,2,6,2.9322,2.9322,1-hop,2.305816957608581,0.003384409164560603,2.305816957608581,1.905739017124342,0.3628235965590052,0.302
213,I,HS1344902,2,24,2.9322,2.9322,1-hop,2.305816957608581,0.004727095629621966,2.305816957608581,1.905739017124342,0.3628235965590052,0.302
214,I,HS1344902,8,24,1.9548,1.9548,1-hop,1.4956089699295916,0.00911241580058487,1.4956089699295916,1.1746826331543803,0.2262605847190018,0.184
215,I,HS1344902,20,18,2.4435,2.4435,1-hop,1.8981414702601922,0.014791135099513512,1.8981414702601922,1.5985330863720404,0.30533641884498613,0.238
216,I,HS1306554,8,18,20.0283,20.0283,2-hop,9.507919273435684,0.0004168420506026936,1.71820104050495,9.507919273435684,0.6809429444864543,0.756
217,I,HS1306554,14,24,13.3522,13.3522,2-hop,7.277075610848134,0.00043977851398588536,1.2984213813737562,7.277075610848134,0.3874315757736248,0.64
218,I,HS1306554,14,6,13.3522,13.3522,2-hop,4.954198941185311,0.00014424206305299893,1.0558396869047282,4.954198941185311,0.3874315757736248,0.64
219,I,HS1306554,8,6,16.6903,16.6903,2-hop,6.26281670951798,0.0002731656126101736,1.389466715326697,6.26281670951798,0.44462559336096974,0.72
220,I,HS1306554,8,12,13.3522,13.3522,2-hop,5.077500396223819,0.00016915030031832754,1.122408671617181,5.077500396223819,0.3873849463609503,0.64
221,I,HS1330842,14,24,4.3084,4.3084,2-hop,0.7509024336839064,0.0012980819077208184,0.0010126176056684507,0.7509024336839064,0.2116616639102608,0.408
222,I,HS1330842,14,18,3.4467,3.4467,2-hop,0.6128053837381999,0.0019548879411233127,0.0012302827707673862,0.6128053837381999,0.16658411987515667,0.346
223,I,HS1330842,20,6,3.4467,3.4467,2-hop,0.5650349284588598,0.001903238194843114,0.0013102186720340436,0.5650349284588598,0.16183745400521377,0.346
224,I,HS1330842,20,12,4.3084,4.3084,2-hop,0.7508651815661583,0.0016786468531188711,0.0006700189516480955,0.7508651815661583,0.21684741112463818,0.408
225,I,HS1330842,8,18,4.3084,4.3084,2-hop,0.7025758526963424,0.0008597974225652609,0.0008805554201394381,0.7025758526963424,0.21111148020233766,0.408
226,I,HS1316585,20,12,15.107,15.107,2-hop,9.80039942165149,0.0013270036525962895,0.006656700901937381,9.80039942165149,0.8085734282972638,0.7
227,I,HS1316585,2,6,12.5891,12.5891,2-hop,8.30937813174106,0.0011441005418128727,0.003906368471931832,8.30937813174106,0.6542928182457838,0.604
228,I,HS1316585,2,18,15.107,15.107,2-hop,9.936727509438366,0.000991552624196878,0.004300539414025745,9.936727509438366,0.8906615287306963,0.7
229,I,HS1316585,20,18,10.0713,10.0713,2-hop,6.553381014940356,0.0008592504822690352,0.006433008923771718,6.553381014940356,0.5398023449779676,0.568
230,I,HS1316585,14,24,15.107,15.107,2-hop,9.797283639871988,0.0006165574358846932,0.004207746209738817,9.797283639871988,0.8914246319601877,0.7
231,I,HS1313253,20,18,2.6967,2.6967,0-hop,1.0957245048196413,1.0957245048196413,0.6387788645683622,0.0016947395530475461,0.2886580394300904,0.266
232,I,HS1313253,20,12,3.3709,3.3709,0-hop,1.3597161825209763,1.3597161825209763,0.8071562676235086,0.00207475624627455,0.36105056075296943,0.334
233,I,HS1313253,2,18,3.3709,3.3709,0-hop,1.306174392492124,1.306174392492124,0.6779011230961789,0.0020492249123267954,0.35661168867802995,0.334
234,I,HS1313253,8,24,2.6967,2.6967,0-hop,0.9952676774930079,0.9952676774930079,0.4682043164226262,0.0021362282776414315,0.286022064134097,0.266
235,I,HS1313253,8,12,4.0451,4.0451,0-hop,1.4895029567924036,1.4895029567924036,0.7034717603718506,0.0035846364152755167,0.4275705364139586,0.376
236,I,HS1313597,20,18,2.2068,2.2068,3+-hop,0.2173967064823189,0.0011783898739639305,0.009234155556367392,0.001977402377297168,0.2173967064823189,0.218
237,I,HS1313597,2,6,2.2068,2.2068,3+-hop,0.2230930806130537,0.0014337264644486366,0.007864057470418927,0.0028262496381403876,0.2230930806130537,0.218
238,I,HS1313597,8,18,3.3102,3.3102,3+-hop,0.3326634194159344,0.0012937046914070654,0.00745208495113995,0.002535630131699911,0.3326634194159344,0.326
239,I,HS1313597,8,6,2.7585,2.7585,3+-hop,0.2531628253364697,0.001925655349810566,0.004126064654047451,0.0011387744701880035,0.2531628253364697,0.272
240,I,HS1313597,20,24,3.3102,3.3102,3+-hop,0.32525651418290086,0.0011945154136395351,0.010316705876747732,0.0026799733660052127,0.32525651418290086,0.326
241,I,HS1344261,14,24,1.5194,1.5194,2-hop,2.8078544797447935,0.0,0.7791410016220623,2.8078544797447935,0.02641558419910077,0.148
242,I,HS1344261,8,6,1.5194,1.5194,2-hop,2.7331266678965007,0.0,0.7444130912954452,2.7331266678965007,0.009412896242779568,0.148
243,I,HS1344261,20,18,1.013,1.013,2-hop,1.9885618101657077,0.0,0.5232182402564736,1.9885618101657077,0.019709136949192487,0.076
244,I,HS1344261,8,18,1.2662,1.2662,2-hop,2.3841300247700845,0.0,0.6491934292904794,2.3841300247700845,0.021736894375243048,0.112
245,I,HS1344261,2,24,1.5194,1.5194,2-hop,2.9332577386024448,0.0,0.8200025705605797,2.9332577386024448,0.022667617631261638,0.148
246,I,HS1344920,8,24,2.1218,2.1218,3+-hop,0.25019860586786435,0.0037682568684045204,0.0007177936585236696,0.0005340594875746697,0.25019860586786435,0.212
247,I,HS1344920,8,12,2.5461,2.5461,3+-hop,0.2918566895654147,0.004212885747010458,0.000668386076742432,0.0005434818811462665,0.2918566895654147,0.256
248,I,HS1344920,2,24,2.5461,2.5461,3+-hop,0.29890407036755484,0.008451141072960262,0.0004986422871334302,0.0013008934735525854,0.29890407036755484,0.256
249,I,HS1344920,8,24,2.5461,2.5461,3+-hop,0.3000072942806559,0.004212885747010458,0.000668386076742432,0.0007706932629314838,0.3000072942806559,0.256
250,I,HS1344920,8,6,1.6974,1.6974,3+-hop,0.1932770321361571,0.0026235063183428853,0.0009448720075103863,0.00047953899822252694,0.1932770321361571,0.164
251,E,HS1306571,6,6,-16.6747,16.6747,1-hop,0.718763171104105,0.1502653821021804,0.718763171104105,0.0005809795175855067,0.6459362055522306,0.75
252,E,HS1306571,0,24,-13.3397,13.3397,1-hop,0.9540934758688491,0.5323529050705601,0.9540934758688491,0.0010531874135690032,0.9323703308916567,0.7176470588235294
253,E,HS1306571,0,18,-20.0096,20.0096,3+-hop,1.5998801878962954,0.753255193646729,1.4283545501138764,0.0012541254367704762,1.5998801878962954,0.7970588235294118
254,E,HS1306571,12,6,-16.6747,16.6747,1-hop,0.715694859188181,0.09838848300980493,0.715694859188181,0.001235636996060537,0.6715489472200863,0.75
255,E,HS1306571,18,24,-20.0096,20.0096,3+-hop,0.8387396124581835,0.41048092765513877,0.7293161978669458,0.0013101762256402427,0.8387396124581835,0.7970588235294118
256,E,HS1306601,12,6,-64.4972,64.4972,3+-hop,2.2003198964939052,0.4250563038446707,0.03770978509831795,2.124202787091499,2.2003198964939052,0.9941176470588236
257,E,HS1306601,6,18,-64.4972,64.4972,3+-hop,2.200460325646705,0.442717578956047,0.05768266054775881,2.119863936995862,2.200460325646705,0.9941176470588236
258,E,HS1306601,18,18,-53.7476,53.7476,2-hop,1.995779299386343,0.5447228720962448,0.20363238007483653,1.995779299386343,1.6395733034811746,0.9794117647058823
259,E,HS1306601,0,24,-64.4972,64.4972,0-hop,8.029563799317721,8.029563799317721,3.3916764616374855,3.4538205752660645,6.610345829176044,0.9941176470588236
260,E,HS1306601,0,18,-53.7476,53.7476,0-hop,7.36539397698405,7.36539397698405,3.3916764616374855,3.4538205752660645,6.210396757850716,0.9794117647058823
261,E,HS1306904,6,18,-38.4051,38.4051,1-hop,2.558367992717839,0.000453747919564597,2.558367992717839,0.0018200480792958695,0.29227324716517294,0.9411764705882353
262,E,HS1306904,18,12,-25.6034,25.6034,1-hop,2.2762054745389424,0.00025370521458531876,2.2762054745389424,0.0016524021205198114,0.1836692368220767,0.8558823529411764
263,E,HS1306904,0,12,-38.4051,38.4051,1-hop,13.927290389971944,0.0004360561209633558,13.927290389971944,0.0575451379323488,12.020703485081793,0.9411764705882353
264,E,HS1306904,0,24,-38.4051,38.4051,1-hop,13.927290389971944,0.0005238349841911405,13.927290389971944,0.0575451379323488,12.020703485081793,0.9411764705882353
265,E,HS1306904,12,18,-25.6034,25.6034,1-hop,2.411430717899858,0.0005417323960816631,2.411430717899858,0.0017464516707076318,0.1984759178849514,0.8558823529411764
266,E,HS1308259,6,6,-4.4706,4.4706,2-hop,0.5392592738865533,0.004648642648144406,0.003197680200354949,0.5392592738865533,0.01885239270914086,0.42058823529411765
267,E,HS1308259,18,18,-5.5882,5.5882,2-hop,1.407360713208238,0.009672458959683031,0.0056448237234397874,1.407360713208238,0.025300083606046263,0.5088235294117647
268,E,HS1308259,18,6,-6.7058,6.7058,2-hop,0.72311907371193,0.007345159294036018,0.005263695085438846,0.72311907371193,0.02903669045391154,0.5470588235294118
269,E,HS1308259,0,12,-4.4706,4.4706,2-hop,1.280126939049583,0.012729974805345112,0.010495862978365807,1.280126939049583,0.02094661126299936,0.42058823529411765
270,E,HS1308259,0,24,-5.5882,5.5882,2-hop,1.366465772196812,0.014022692257123494,0.010495862978365807,1.366465772196812,0.02622492005366568,0.5088235294117647
271,E,HS1308302,6,6,-11.7904,11.7904,1-hop,0.05244376494139534,0.0009897825703507827,0.05244376494139534,0.004158561009372135,0.051950580884186526,0.6764705882352942
272,E,HS1308302,6,18,-14.1484,14.1484,3+-hop,0.08215297119094545,0.0009955496706215467,0.06993711532993839,0.0050493793970450345,0.08215297119094545,0.7235294117647059
273,E,HS1308302,6,6,-9.4323,9.4323,3+-hop,0.04171946739756941,0.0011057912489631473,0.040851411239682646,0.0017954603277067509,0.04171946739756941,0.6470588235294118
274,E,HS1308302,12,12,-11.7904,11.7904,1-hop,0.1175680830712902,0.0006852997466151925,0.1175680830712902,0.0062876798329187696,0.07109187573124118,0.6764705882352942
275,E,HS1308302,18,24,-11.7904,11.7904,1-hop,1.34071951102415,0.0013318091282980772,1.34071951102415,0.007301036449653661,0.0667159674413125,0.6764705882352942
276,E,HS1311339,12,24,-1.4322,1.4322,3+-hop,0.18705490364769245,0.0010003887554240125,0.0008111968732539964,0.002710530828379331,0.18705490364769245,0.1588235294117647
277,E,HS1311339,12,18,-1.1458,1.1458,3+-hop,0.1510307920032479,0.0008493978878508392,0.0009092963494419747,0.0024733329624814114,0.1510307920032479,0.13823529411764707
278,E,HS1311339,12,18,-1.7186,1.7186,3+-hop,0.23861018465263384,0.0007978134009787262,0.0009359015036977175,0.002425458789779514,0.23861018465263384,0.19117647058823528
279,E,HS1311339,12,6,-1.1458,1.1458,3+-hop,0.14277669199032705,0.00024917730422687644,0.0006746720959328419,0.0015844082462889218,0.14277669199032705,0.13823529411764707
280,E,HS1311339,18,18,-1.7186,1.7186,3+-hop,0.22059814238984918,0.0008013919293757021,0.0008775846598163903,0.0025910017921609977,0.22059814238984918,0.19117647058823528
281,E,HS1313001,6,24,-0.7403,0.7403,2-hop,0.4468550234070259,0.000563996438888868,0.13766663101239468,0.4468550234070259,0.06884797746123782,0.07058823529411765
282,E,HS1313001,6,18,-1.1105,1.1105,2-hop,0.6781555309344386,0.0005367022324133512,0.20546645545070694,0.6781555309344386,0.10231096992398628,0.1264705882352941
283,E,HS1313001,0,12,-0.7403,0.7403,2-hop,0.7350020681855829,0.0006048782253918779,0.11518884897942762,0.7350020681855829,0.08264486213373766,0.07058823529411765
284,E,HS1313001,18,18,-0.7403,0.7403,2-hop,0.65390607855483,0.000700574581801176,0.11512897977079968,0.65390607855483,0.07504876999179405,0.07058823529411765
285,E,HS1313001,6,12,-1.1105,1.1105,2-hop,0.6781555309344386,0.0004473722387685239,0.20546645545070694,0.6781555309344386,0.10231096992398628,0.1264705882352941
286,E,HS1313025,12,24,-7.5778,7.5778,1-hop,3.125725758260896,0.001028201309973954,3.125725758260896,1.3813617163301573,0.6172890263751547,0.5970588235294118
287,E,HS1313025,12,6,-9.0934,9.0934,2-hop,1.6552300870268941,0.000837651877869497,1.0162222677305133,1.6552300870268941,0.7271217364787996,0.6205882352941177
288,E,HS1313025,6,24,-7.5778,7.5778,2-hop,1.3810895756760684,0.0008938359609741957,0.805751691188679,1.3810895756760684,0.6091489926379507,0.5970588235294118
289,E,HS1313025,0,18,-6.0623,6.0623,2-hop,0.9787028560739154,0.001226427438264288,0.8246467016013909,0.9787028560739154,0.5633822012029924,0.5294117647058824
290,E,HS1313025,18,24,-9.0934,9.0934,1-hop,5.556482740819617,0.0017928477639398651,5.556482740819617,1.4547161364740708,0.7728955360068177,0.6205882352941177
291,E,HS1313140,6,6,5.3905,5.3905,3+-hop,0.5513854374835686,0.19170040335621255,0.0012345120487740596,0.46679652970252417,0.5513854374835686,0.49411764705882355
292,E,HS1313140,6,12,5.3905,5.3905,3+-hop,0.5522550414300408,0.23557790811169876,0.0012345120487740596,0.47516602795272744,0.5522550414300408,0.49411764705882355
293,E,HS1313140,18,6,5.3905,5.3905,3+-hop,0.5409835067387045,0.19808516149686695,0.0018144783479811803,0.48536362182872606,0.5409835067387045,0.49411764705882355
294,E,HS1313140,18,12,4.4921,4.4921,3+-hop,0.5003853310771874,0.16259707151371725,0.0016667873879262329,0.40760587853670177,0.5003853310771874,0.4323529411764706
295,E,HS1313140,18,6,4.4921,4.4921,3+-hop,0.452406182390108,0.16259707151371725,0.0014209458625137486,0.40572244141166014,0.452406182390108,0.4323529411764706
296,E,HS1313205,12,18,-4.0302,4.0302,2-hop,0.6630709412424273,0.0034511425122935595,0.012395330207449502,0.6630709412424273,0.41372376742822686,0.4
297,E,HS1313205,12,6,-3.3585,3.3585,2-hop,0.5149545521443109,0.0032034079641041855,0.010852212524165714,0.5149545521443109,0.34476083341191266,0.3235294117647059
298,E,HS1313205,6,24,-4.0302,4.0302,2-hop,0.6230118095316871,0.0037032211915102916,0.013051918175054113,0.6230118095316871,0.41549093063478443,0.4
299,E,HS1313205,6,24,-2.6868,2.6868,2-hop,0.4144263712931655,0.002387920898104693,0.008266042402852239,0.4144263712931655,0.27696545879933304,0.27058823529411763
300,E,HS1313205,6,12,-4.0302,4.0302,2-hop,0.6230118095316871,0.0037032211915102916,0.013051918175054113,0.6230118095316871,0.41549093063478443,0.4
301,E,HS1313253,18,6,-0.0,0.0,2-hop,0.0,0.0,0.0,0.0,0.0,0.01764705882352941
302,E,HS1313253,6,6,-0.0,0.0,1-hop,0.0,0.0,0.0,0.0,0.0,0.01764705882352941
303,E,HS1313253,12,12,-0.0,0.0,0-hop,0.0,0.0,0.0,0.0,0.0,0.01764705882352941
304,E,HS1313253,6,12,-0.0,0.0,3+-hop,0.0,0.0,0.0,0.0,0.0,0.01764705882352941
305,E,HS1313253,12,12,-0.0,0.0,0-hop,0.0,0.0,0.0,0.0,0.0,0.01764705882352941
306,E,HS1313298,6,12,-5.2215,5.2215,1-hop,1.8564998991438726,0.0007269491948757456,1.8564998991438726,0.003619987832992531,0.3641407963056349,0.4588235294117647
307,E,HS1313298,0,6,-5.2215,5.2215,1-hop,2.5135061720394605,0.0007689657153423617,2.5135061720394605,0.011596061131755823,0.4359112883522123,0.4588235294117647
308,E,HS1313298,0,12,-6.2658,6.2658,1-hop,2.6642813855898897,0.0013550392609362055,2.6642813855898897,0.011340671695745569,0.5265156401108191,0.538235294117647
309,E,HS1313298,6,12,-6.2658,6.2658,1-hop,2.231898556233674,0.0007664613880797561,2.231898556233674,0.0038268074653317434,0.4376055390918038,0.538235294117647
310,E,HS1313298,18,24,-5.2215,5.2215,1-hop,2.079668681671689,0.001739314734996269,2.079668681671689,0.003312901786384201,0.37649543884407666,0.4588235294117647
311,E,HS1313402,6,6,-23.3318,23.3318,3+-hop,1.791475111929435,0.0002325809042244878,0.0021798041399159708,0.8548788048923966,1.791475111929435,0.8235294117647058
312,E,HS1313402,0,24,-23.3318,23.3318,3+-hop,1.9965609334637544,0.00041612058893280733,0.005552876390278583,1.4204738565846924,1.9965609334637544,0.8235294117647058
313,E,HS1313402,0,6,-34.9977,34.9977,3+-hop,8.271221565974336,0.0006558689744343152,0.003888575918575485,3.1110863590028384,8.271221565974336,0.9176470588235294
314,E,HS1313402,0,18,-23.3318,23.3318,3+-hop,1.9965609334637544,0.00041612058893280733,0.005552876390278583,1.4204738565846924,1.9965609334637544,0.8235294117647058
315,E,HS1313402,0,6,-29.1647,29.1647,3+-hop,4.522933810202941,0.0006856399990025773,0.0029120546005544155,2.1927472530772474,4.522933810202941,0.8823529411764706
316,E,HS1313597,0,18,-1.4417,1.4417,3+-hop,0.16836058124078537,0.001465168462491433,0.008793951030483008,0.008465623866083528,0.16836058124078537,0.17058823529411765
317,E,HS1313597,6,6,-1.7301,1.7301,3+-hop,0.16031040462142832,0.001002030552530233,0.0033913051840479503,0.0017378326576069155,0.16031040462142832,0.21470588235294116
318,E,HS1313597,18,6,-1.7301,1.7301,3+-hop,0.1679210987172883,0.0013089984368628398,0.00398420897324535,0.032959430504322824,0.1679210987172883,0.21470588235294116
319,E,HS1313597,12,24,-1.4417,1.4417,3+-hop,0.14581021470154615,0.0017327087173956569,0.009207058761255233,0.019424048030364405,0.14581021470154615,0.17058823529411765
320,E,HS1313597,12,12,-1.4417,1.4417,3+-hop,0.14581021470154615,0.0017327087173956569,0.008943136096042756,0.019424048030364405,0.14581021470154615,0.17058823529411765
321,E,HS1313835,12,12,-23.3142,23.3142,3+-hop,1.4968966589782893,0.0002896722943379703,0.5504450700555089,0.0018213585774313748,1.4968966589782893,0.8088235294117647
322,E,HS1313835,18,24,-27.977,27.977,3+-hop,1.912363222853199,0.00033306838049412775,0.6971679779571598,0.0017728891085798146,1.912363222853199,0.8735294117647059
323,E,HS1313835,0,12,-27.977,27.977,3+-hop,4.336447195711093,0.0005308917090704869,3.2934484599771388,0.003370461572965346,4.336447195711093,0.8735294117647059
324,E,HS1313835,0,12,-23.3142,23.3142,3+-hop,4.271099081383843,0.0005308917090704869,2.588377836133745,0.003370461572965346,4.271099081383843,0.8088235294117647
325,E,HS1313835,12,12,-18.6513,18.6513,3+-hop,1.2774484555508026,0.000360864203929595,0.4369702628286779,0.001656020054407199,1.2774484555508026,0.7823529411764706
326,E,HS1314237,6,12,-1.9257,1.9257,3+-hop,0.16911649366532105,0.001233754455255956,0.0009740177083832632,0.0013763100714045818,0.16911649366532105,0.22647058823529412
327,E,HS1314237,0,18,-2.3109,2.3109,3+-hop,0.2215532049372597,0.002382676656676501,0.0058610246654940265,0.0034658460039597534,0.2215532049372597,0.25882352941176473
328,E,HS1314237,12,24,-2.3109,2.3109,3+-hop,0.20818931024423432,0.0013128790542981147,0.0013050524363887117,0.0041522417817487,0.20818931024423432,0.25882352941176473
329,E,HS1314237,0,12,-1.9257,1.9257,3+-hop,0.18429058383011154,0.0020793792039556047,0.003910919620081391,0.0023141447250080924,0.18429058383011154,0.22647058823529412
330,E,HS1314237,6,24,-2.3109,2.3109,3+-hop,0.20285992344785406,0.0014908572039445433,0.0012000452028757991,0.001953630162097704,0.20285992344785406,0.25882352941176473
331,E,HS1314477,0,6,-9.1498,9.1498,1-hop,0.03942789632854307,0.0002904287710735984,0.03942789632854307,0.012045944725382625,0.021912189367872356,0.6352941176470588
332,E,HS1314477,6,12,-9.1498,9.1498,3+-hop,0.03752564806487428,0.0002730528517558565,0.030791082702745713,0.009132868186703636,0.03752564806487428,0.6352941176470588
333,E,HS1314477,18,12,-7.3199,7.3199,1-hop,0.025350436824354124,0.00024717745653265934,0.025350436824354124,0.011115369850406523,0.018297064124904297,0.5852941176470589
334,E,HS1314477,0,12,-9.1498,9.1498,1-hop,0.03942789632854307,0.0002904287710735984,0.03942789632854307,0.012045944725382625,0.03246677999356055,0.6352941176470588
335,E,HS1314477,12,6,-7.3199,7.3199,3+-hop,0.032729984132346845,0.00035234463847699576,0.024602852818214158,0.009058837285450167,0.032729984132346845,0.5852941176470589
336,E,HS1314505,0,12,3.7797,3.7797,1-hop,0.0208189632761993,0.0004473062132981997,0.0208189632761993,0.005350306452165023,0.015362867477459777,0.38529411764705884
337,E,HS1314505,0,6,4.5357,4.5357,1-hop,0.02481715045931726,0.00013965877737285874,0.02481715045931726,0.004767510823949576,0.01856015717155067,0.4441176470588235
338,E,HS1314505,12,18,4.5357,4.5357,3+-hop,0.016482521177257684,0.0002965218605822235,0.016346909449730405,0.0026952355268141715,0.016482521177257684,0.4441176470588235
339,E,HS1314505,18,12,3.0238,3.0238,3+-hop,0.012312614870133513,0.0004229567206426719,0.011884922355643217,0.005738001522135296,0.012312614870133513,0.3176470588235294
340,E,HS1314505,12,18,3.7797,3.7797,1-hop,0.013531420971055528,0.0002926528194055649,0.013531420971055528,0.0029209945804744056,0.012928890779337189,0.38529411764705884
341,E,HS1316202,6,24,-27.6407,27.6407,2-hop,3.833439322159301,0.000613827752694385,1.5279558330913379,3.833439322159301,0.09017962739084706,0.8647058823529412
342,E,HS1316202,12,12,-41.461,41.461,2-hop,7.177714777268329,0.000633784624197936,1.5820395254374011,7.177714777268329,0.1323332265592476,0.9558823529411765
343,E,HS1316202,6,24,-41.461,41.461,2-hop,5.9657533757109,0.0007798683954208783,1.5817967290526824,5.9657533757109,0.13228403380460507,0.9558823529411765
344,E,HS1316202,12,12,-34.5508,34.5508,2-hop,5.902637516915814,0.0007074572648512362,1.5553394839994532,5.902637516915814,0.1115725029365538,0.9088235294117647
345,E,HS1316202,12,24,-34.5508,34.5508,2-hop,6.14168637439997,0.0007074572648512362,1.5553394839994532,6.14168637439997,0.1115725029365538,0.9088235294117647
346,E,HS1316563,12,18,-8.5035,8.5035,2-hop,5.247280506468169,0.0003786431639976992,0.0016938644740058597,5.247280506468169,0.2315930562658306,0.611764705882353
347,E,HS1316563,18,12,-6.8028,6.8028,2-hop,4.185287870716977,0.0007556917325486213,0.0016517677718058215,4.185287870716977,0.10987898336975868,0.5588235294117647
