scenario_id,defect_type,true_node,start_hour,duration_h,flow,abs_flow,time_to_peak_hours,dominant_hop_band,peak_response_index,peak_exceedance_rate,flow_rank_pct,peak_phase
222,I,HS1330842,14,18,3.4467,3.4467,14.0,2-hop,0.6128053837381999,0.0,0.346,12+ h
223,I,HS1330842,20,6,3.4467,3.4467,3.833333,2-hop,0.5650349284588598,0.0,0.346,2-6 h
224,I,HS1330842,20,12,4.3084,4.3084,8.0,2-hop,0.7508651815661583,0.0,0.408,6-12 h
225,I,HS1330842,8,18,4.3084,4.3084,3.833333,2-hop,0.7025758526963424,0.0,0.408,2-6 h
226,I,HS1316585,20,12,15.107,15.107,8.0,2-hop,9.80039942165149,0.5,0.7,6-12 h
227,I,HS1316585,2,6,12.5891,12.5891,3.333333,2-hop,8.30937813174106,0.5,0.604,2-6 h
228,I,HS1316585,2,18,15.107,15.107,3.333333,2-hop,9.936727509438366,0.5,0.7,2-6 h
229,I,HS1316585,20,18,10.0713,10.0713,8.0,2-hop,6.553381014940356,0.5,0.568,6-12 h
230,I,HS1316585,14,24,15.107,15.107,14.0,2-hop,9.797283639871988,0.5,0.7,12+ h
231,I,HS1313253,20,18,2.6967,2.6967,4.0,0-hop,1.0957245048196413,1.0,0.266,2-6 h
232,I,HS1313253,20,12,3.3709,3.3709,4.0,0-hop,1.3597161825209763,1.0,0.334,2-6 h
233,I,HS1313253,2,18,3.3709,3.3709,2.5,0-hop,1.306174392492124,1.0,0.334,2-6 h
234,I,HS1313253,8,24,2.6967,2.6967,4.0,0-hop,0.9952676774930079,0.0,0.266,2-6 h
235,I,HS1313253,8,12,4.0451,4.0451,3.666667,0-hop,1.4895029567924036,1.0,0.376,2-6 h
236,I,HS1313597,20,18,2.2068,2.2068,1.0,3+-hop,0.2173967064823189,0.024793388429752067,0.218,0-2 h
237,I,HS1313597,2,6,2.2068,2.2068,3.833333,3+-hop,0.2230930806130537,0.024793388429752067,0.218,2-6 h
238,I,HS1313597,8,18,3.3102,3.3102,7.666667,3+-hop,0.3326634194159344,0.05785123966942149,0.326,6-12 h
239,I,HS1313597,8,6,2.7585,2.7585,1.333333,3+-hop,0.2531628253364697,0.049586776859504134,0.272,0-2 h
240,I,HS1313597,20,24,3.3102,3.3102,1.0,3+-hop,0.32525651418290086,0.05785123966942149,0.326,0-2 h
241,I,HS1344261,14,24,1.5194,1.5194,7.666667,2-hop,2.8078544797447935,0.5,0.148,6-12 h
242,I,HS1344261,8,6,1.5194,1.5194,5.833333,2-hop,2.7331266678965007,0.5,0.148,2-6 h
243,I,HS1344261,20,18,1.013,1.013,10.333333,2-hop,1.9885618101657077,0.5,0.076,6-12 h
244,I,HS1344261,8,18,1.2662,1.2662,6.833333,2-hop,2.3841300247700845,0.5,0.112,6-12 h
245,I,HS1344261,2,24,1.5194,1.5194,3.666667,2-hop,2.9332577386024448,0.5,0.148,2-6 h
246,I,HS1344920,8,24,2.1218,2.1218,12.5,3+-hop,0.25019860586786435,0.008,0.212,12+ h
247,I,HS1344920,8,12,2.5461,2.5461,0.833333,3+-hop,0.2918566895654147,0.024,0.256,0-2 h
248,I,HS1344920,2,24,2.5461,2.5461,4.333333,3+-hop,0.29890407036755484,0.024,0.256,2-6 h
249,I,HS1344920,8,24,2.5461,2.5461,12.5,3+-hop,0.3000072942806559,0.024,0.256,12+ h
250,I,HS1344920,8,6,1.6974,1.6974,0.833333,3+-hop,0.1932770321361571,0.0,0.164,0-2 h
251,E,HS1306571,6,6,-16.6747,16.6747,5.833333,1-hop,0.718763171104105,0.0,0.75,2-6 h
252,E,HS1306571,0,24,-13.3397,13.3397,0.333333,1-hop,0.9540934758688491,0.3333333333333333,0.7176470588235294,0-2 h
253,E,HS1306571,0,18,-20.0096,20.0096,0.666667,3+-hop,1.5998801878962954,0.1282051282051282,0.7970588235294118,0-2 h
254,E,HS1306571,12,6,-16.6747,16.6747,4.833333,1-hop,0.715694859188181,0.0,0.75,2-6 h
255,E,HS1306571,18,24,-20.0096,20.0096,3.666667,3+-hop,0.8387396124581835,0.09401709401709402,0.7970588235294118,2-6 h
256,E,HS1306601,12,6,-64.4972,64.4972,5.333333,3+-hop,2.2003198964939052,0.12173913043478261,0.9941176470588236,2-6 h
257,E,HS1306601,6,18,-64.4972,64.4972,11.333333,3+-hop,2.200460325646705,0.12173913043478261,0.9941176470588236,6-12 h
258,E,HS1306601,18,18,-53.7476,53.7476,10.666667,2-hop,1.995779299386343,0.125,0.9794117647058823,6-12 h
259,E,HS1306601,0,24,-64.4972,64.4972,4.833333,0-hop,8.029563799317721,1.0,0.9941176470588236,2-6 h
260,E,HS1306601,0,18,-53.7476,53.7476,3.0,0-hop,7.36539397698405,1.0,0.9794117647058823,2-6 h
261,E,HS1306904,6,18,-38.4051,38.4051,10.833333,1-hop,2.558367992717839,0.25,0.9411764705882353,6-12 h
262,E,HS1306904,18,12,-25.6034,25.6034,11.833333,1-hop,2.2762054745389424,0.25,0.8558823529411764,6-12 h
263,E,HS1306904,0,12,-38.4051,38.4051,4.833333,1-hop,13.927290389971944,0.25,0.9411764705882353,2-6 h
264,E,HS1306904,0,24,-38.4051,38.4051,4.833333,1-hop,13.927290389971944,0.25,0.9411764705882353,2-6 h
265,E,HS1306904,12,18,-25.6034,25.6034,4.833333,1-hop,2.411430717899858,0.25,0.8558823529411764,2-6 h
266,E,HS1308259,6,6,-4.4706,4.4706,5.833333,2-hop,0.5392592738865533,0.0,0.42058823529411765,2-6 h
267,E,HS1308259,18,18,-5.5882,5.5882,9.833333,2-hop,1.407360713208238,0.3333333333333333,0.5088235294117647,6-12 h
268,E,HS1308259,18,6,-6.7058,6.7058,5.833333,2-hop,0.72311907371193,0.0,0.5470588235294118,2-6 h
269,E,HS1308259,0,12,-4.4706,4.4706,1.5,2-hop,1.280126939049583,0.3333333333333333,0.42058823529411765,0-2 h
270,E,HS1308259,0,24,-5.5882,5.5882,1.666667,2-hop,1.366465772196812,0.3333333333333333,0.5088235294117647,0-2 h
271,E,HS1308302,6,6,-11.7904,11.7904,0.166667,1-hop,0.05244376494139534,0.0,0.6764705882352942,0-2 h
272,E,HS1308302,6,18,-14.1484,14.1484,8.666667,3+-hop,0.08215297119094545,0.05,0.7235294117647059,6-12 h
273,E,HS1308302,6,6,-9.4323,9.4323,3.166667,3+-hop,0.04171946739756941,0.058333333333333334,0.6470588235294118,2-6 h
274,E,HS1308302,12,12,-11.7904,11.7904,11.333333,1-hop,0.1175680830712902,0.0,0.6764705882352942,6-12 h
275,E,HS1308302,18,24,-11.7904,11.7904,10.833333,1-hop,1.34071951102415,0.5,0.6764705882352942,6-12 h
276,E,HS1311339,12,24,-1.4322,1.4322,11.5,3+-hop,0.18705490364769245,0.016129032258064516,0.1588235294117647,6-12 h
277,E,HS1311339,12,18,-1.1458,1.1458,11.5,3+-hop,0.1510307920032479,0.016129032258064516,0.13823529411764707,6-12 h
278,E,HS1311339,12,18,-1.7186,1.7186,3.333333,3+-hop,0.23861018465263384,0.016129032258064516,0.19117647058823528,2-6 h
279,E,HS1311339,12,6,-1.1458,1.1458,2.666667,3+-hop,0.14277669199032705,0.008064516129032258,0.13823529411764707,2-6 h
280,E,HS1311339,18,18,-1.7186,1.7186,10.0,3+-hop,0.22059814238984918,0.016129032258064516,0.19117647058823528,6-12 h
281,E,HS1313001,6,24,-0.7403,0.7403,1.0,2-hop,0.4468550234070259,0.0,0.07058823529411765,0-2 h
282,E,HS1313001,6,18,-1.1105,1.1105,1.0,2-hop,0.6781555309344386,0.0,0.1264705882352941,0-2 h
283,E,HS1313001,0,12,-0.7403,0.7403,4.0,2-hop,0.7350020681855829,0.0,0.07058823529411765,2-6 h
284,E,HS1313001,18,18,-0.7403,0.7403,8.166667,2-hop,0.65390607855483,0.0,0.07058823529411765,6-12 h
285,E,HS1313001,6,12,-1.1105,1.1105,1.0,2-hop,0.6781555309344386,0.0,0.1264705882352941,0-2 h
286,E,HS1313025,12,24,-7.5778,7.5778,14.0,1-hop,3.125725758260896,0.6666666666666666,0.5970588235294118,12+ h
287,E,HS1313025,12,6,-9.0934,9.0934,5.0,2-hop,1.6552300870268941,0.2,0.6205882352941177,2-6 h
288,E,HS1313025,6,24,-7.5778,7.5778,11.0,2-hop,1.3810895756760684,0.2,0.5970588235294118,6-12 h
289,E,HS1313025,0,18,-6.0623,6.0623,13.166667,2-hop,0.9787028560739154,0.2,0.5294117647058824,12+ h
290,E,HS1313025,18,24,-9.0934,9.0934,9.333333,1-hop,5.556482740819617,0.6666666666666666,0.6205882352941177,6-12 h
291,E,HS1313140,6,6,5.3905,5.3905,5.0,3+-hop,0.5513854374835686,0.06504065040650407,0.49411764705882355,2-6 h
292,E,HS1313140,6,12,5.3905,5.3905,6.333333,3+-hop,0.5522550414300408,0.06504065040650407,0.49411764705882355,6-12 h
293,E,HS1313140,18,6,5.3905,5.3905,3.0,3+-hop,0.5409835067387045,0.056910569105691054,0.49411764705882355,2-6 h
294,E,HS1313140,18,12,4.4921,4.4921,11.833333,3+-hop,0.5003853310771874,0.056910569105691054,0.4323529411764706,6-12 h
295,E,HS1313140,18,6,4.4921,4.4921,3.0,3+-hop,0.452406182390108,0.04878048780487805,0.4323529411764706,2-6 h
296,E,HS1313205,12,18,-4.0302,4.0302,13.0,2-hop,0.6630709412424273,0.14285714285714285,0.4,12+ h
297,E,HS1313205,12,6,-3.3585,3.3585,0.5,2-hop,0.5149545521443109,0.14285714285714285,0.3235294117647059,0-2 h
298,E,HS1313205,6,24,-4.0302,4.0302,3.0,2-hop,0.6230118095316871,0.14285714285714285,0.4,2-6 h
299,E,HS1313205,6,24,-2.6868,2.6868,3.166667,2-hop,0.4144263712931655,0.0,0.27058823529411763,2-6 h
300,E,HS1313205,6,12,-4.0302,4.0302,3.0,2-hop,0.6230118095316871,0.14285714285714285,0.4,2-6 h
301,E,HS1313253,18,6,-0.0,0.0,0.0,0-hop,0.0,0.0,0.01764705882352941,0-2 h
302,E,HS1313253,6,6,-0.0,0.0,0.0,0-hop,0.0,0.0,0.01764705882352941,0-2 h
303,E,HS1313253,12,12,-0.0,0.0,0.0,0-hop,0.0,0.0,0.01764705882352941,0-2 h
304,E,HS1313253,6,12,-0.0,0.0,0.0,0-hop,0.0,0.0,0.01764705882352941,0-2 h
305,E,HS1313253,12,12,-0.0,0.0,0.0,0-hop,0.0,0.0,0.01764705882352941,0-2 h
306,E,HS1313298,6,12,-5.2215,5.2215,0.333333,1-hop,1.8564998991438726,0.3333333333333333,0.4588235294117647,0-2 h
307,E,HS1313298,0,6,-5.2215,5.2215,0.0,1-hop,2.5135061720394605,0.3333333333333333,0.4588235294117647,0-2 h
308,E,HS1313298,0,12,-6.2658,6.2658,2.166667,1-hop,2.6642813855898897,0.3333333333333333,0.538235294117647,2-6 h
309,E,HS1313298,6,12,-6.2658,6.2658,0.333333,1-hop,2.231898556233674,0.3333333333333333,0.538235294117647,0-2 h
310,E,HS1313298,18,24,-5.2215,5.2215,10.0,1-hop,2.079668681671689,0.3333333333333333,0.4588235294117647,6-12 h
311,E,HS1313402,6,6,-23.3318,23.3318,0.666667,3+-hop,1.791475111929435,0.11206896551724138,0.8235294117647058,0-2 h
312,E,HS1313402,0,24,-23.3318,23.3318,3.0,3+-hop,1.9965609334637544,0.1206896551724138,0.8235294117647058,2-6 h
313,E,HS1313402,0,6,-34.9977,34.9977,3.0,3+-hop,8.271221565974336,0.22413793103448276,0.9176470588235294,2-6 h
314,E,HS1313402,0,18,-23.3318,23.3318,3.0,3+-hop,1.9965609334637544,0.1206896551724138,0.8235294117647058,2-6 h
315,E,HS1313402,0,6,-29.1647,29.1647,0.833333,3+-hop,4.522933810202941,0.1724137931034483,0.8823529411764706,0-2 h
316,E,HS1313597,0,18,-1.4417,1.4417,3.166667,3+-hop,0.16836058124078537,0.024793388429752067,0.17058823529411765,2-6 h
317,E,HS1313597,6,6,-1.7301,1.7301,3.166667,3+-hop,0.16031040462142832,0.01652892561983471,0.21470588235294116,2-6 h
318,E,HS1313597,18,6,-1.7301,1.7301,4.166667,3+-hop,0.1679210987172883,0.024793388429752067,0.21470588235294116,2-6 h
319,E,HS1313597,12,24,-1.4417,1.4417,3.833333,3+-hop,0.14581021470154615,0.01652892561983471,0.17058823529411765,2-6 h
320,E,HS1313597,12,12,-1.4417,1.4417,3.833333,3+-hop,0.14581021470154615,0.01652892561983471,0.17058823529411765,2-6 h
321,E,HS1313835,12,12,-23.3142,23.3142,4.333333,3+-hop,1.4968966589782893,0.11016949152542373,0.8088235294117647,2-6 h
322,E,HS1313835,18,24,-27.977,27.977,8.166667,3+-hop,1.912363222853199,0.11016949152542373,0.8735294117647059,6-12 h
323,E,HS1313835,0,12,-27.977,27.977,5.5,3+-hop,4.336447195711093,0.1271186440677966,0.8735294117647059,2-6 h
324,E,HS1313835,0,12,-23.3142,23.3142,1.333333,3+-hop,4.271099081383843,0.13559322033898305,0.8088235294117647,0-2 h
325,E,HS1313835,12,12,-18.6513,18.6513,4.166667,3+-hop,1.2774484555508026,0.11016949152542373,0.7823529411764706,2-6 h
326,E,HS1314237,6,12,-1.9257,1.9257,6.0,3+-hop,0.16911649366532105,0.016129032258064516,0.22647058823529412,2-6 h
327,E,HS1314237,0,18,-2.3109,2.3109,1.5,3+-hop,0.2215532049372597,0.056451612903225805,0.25882352941176473,0-2 h
328,E,HS1314237,12,24,-2.3109,2.3109,9.333333,3+-hop,0.20818931024423432,0.04032258064516129,0.25882352941176473,6-12 h
329,E,HS1314237,0,12,-1.9257,1.9257,1.5,3+-hop,0.18429058383011154,0.056451612903225805,0.22647058823529412,0-2 h
330,E,HS1314237,6,24,-2.3109,2.3109,6.0,3+-hop,0.20285992344785406,0.04032258064516129,0.25882352941176473,2-6 h
331,E,HS1314477,0,6,-9.1498,9.1498,1.666667,1-hop,0.03942789632854307,0.0,0.6352941176470588,0-2 h
332,E,HS1314477,6,12,-9.1498,9.1498,8.666667,3+-hop,0.03752564806487428,0.03333333333333333,0.6352941176470588,6-12 h
333,E,HS1314477,18,12,-7.3199,7.3199,3.333333,1-hop,0.025350436824354124,0.0,0.5852941176470589,2-6 h
334,E,HS1314477,0,12,-9.1498,9.1498,1.666667,1-hop,0.03942789632854307,0.0,0.6352941176470588,0-2 h
335,E,HS1314477,12,6,-7.3199,7.3199,2.666667,3+-hop,0.032729984132346845,0.03333333333333333,0.5852941176470589,2-6 h
336,E,HS1314505,0,12,3.7797,3.7797,1.5,1-hop,0.0208189632761993,0.0,0.38529411764705884,0-2 h
337,E,HS1314505,0,6,4.5357,4.5357,1.5,1-hop,0.02481715045931726,0.0,0.4441176470588235,0-2 h
338,E,HS1314505,12,18,4.5357,4.5357,2.666667,3+-hop,0.016482521177257684,0.03305785123966942,0.4441176470588235,2-6 h
339,E,HS1314505,18,12,3.0238,3.0238,3.333333,3+-hop,0.012312614870133513,0.008264462809917356,0.3176470588235294,2-6 h
340,E,HS1314505,12,18,3.7797,3.7797,10.833333,1-hop,0.013531420971055528,0.0,0.38529411764705884,6-12 h
341,E,HS1316202,6,24,-27.6407,27.6407,7.833333,2-hop,3.833439322159301,0.4,0.8647058823529412,6-12 h
342,E,HS1316202,12,12,-41.461,41.461,11.833333,2-hop,7.177714777268329,0.4,0.9558823529411765,6-12 h
343,E,HS1316202,6,24,-41.461,41.461,13.333333,2-hop,5.9657533757109,0.4,0.9558823529411765,12+ h
344,E,HS1316202,12,12,-34.5508,34.5508,11.833333,2-hop,5.902637516915814,0.4,0.9088235294117647,6-12 h
345,E,HS1316202,12,24,-34.5508,34.5508,14.0,2-hop,6.14168637439997,0.4,0.9088235294117647,12+ h
346,E,HS1316563,12,18,-8.5035,8.5035,13.166667,2-hop,5.247280506468169,0.3333333333333333,0.611764705882353,12+ h
347,E,HS1316563,18,12,-6.8028,6.8028,9.166667,2-hop,4.185287870716977,0.3333333333333333,0.5588235294117647,6-12 h
348,E,HS1316563,18,18,-10.2042,10.2042,9.166667,2-hop,6.46800468922493,0.5,0.6529411764705882,6-12 h
349,E,HS1316563,12,18,-6.8028,6.8028,13.166667,2-hop,4.140809942736079,0.3333333333333333,0.5588235294117647,12+ h
350,E,HS1316563,12,6,-6.8028,6.8028,1.0,2-hop,3.5225734826450497,0.3333333333333333,0.5588235294117647,0-2 h
351,E,HS1316585,18,24,-5.6401,5.6401,9.5,2-hop,3.737412171980756,0.5,0.5205882352941177,6-12 h
352,E,HS1316585,0,6,-5.6401,5.6401,0.333333,2-hop,4.314877430435568,0.5,0.5205882352941177,0-2 h
353,E,HS1316585,0,24,-8.4602,8.4602,0.333333,2-hop,6.200828167581089,0.5,0.6058823529411764,0-2 h
354,E,HS1316585,0,18,-7.0502,7.0502,0.333333,2-hop,5.337311514832436,0.5,0.5735294117647058,0-2 h
355,E,HS1316585,0,12,-7.0502,7.0502,0.333333,2-hop,5.337311514832436,0.5,0.5735294117647058,0-2 h
356,E,HS1316643,0,6,-4.4392,4.4392,0.333333,1-hop,3.4695580140140323,0.6666666666666666,0.4117647058823529,0-2 h
357,E,HS1316643,12,12,-3.5514,3.5514,2.5,1-hop,2.437723034968023,0.6666666666666666,0.35,2-6 h
358,E,HS1316643,6,12,-5.327,5.327,8.5,1-hop,3.6506141330119326,0.6666666666666666,0.47352941176470587,6-12 h
359,E,HS1316643,12,18,-5.327,5.327,13.833333,1-hop,3.664028727854532,0.6666666666666666,0.47352941176470587,12+ h
360,E,HS1316643,0,6,-3.5514,3.5514,0.333333,1-hop,2.853674655562346,0.6666666666666666,0.35,0-2 h
361,E,HS1316721,12,12,-2.7005,2.7005,11.833333,2-hop,0.1440996793533158,0.0,0.2823529411764706,6-12 h
362,E,HS1316721,18,24,-2.7005,2.7005,9.833333,2-hop,0.17098425948460222,0.0,0.2823529411764706,6-12 h
363,E,HS1316721,0,6,-2.7005,2.7005,0.666667,2-hop,0.514306552095911,0.0,0.2823529411764706,0-2 h
364,E,HS1316721,18,18,-3.3756,3.3756,9.833333,2-hop,0.21425174641243272,0.0,0.3323529411764706,6-12 h
365,E,HS1316721,0,6,-3.3756,3.3756,0.666667,2-hop,0.6077812762223966,0.0,0.3323529411764706,0-2 h
366,E,HS1324403,18,24,-23.5511,23.5511,9.0,3+-hop,2.4047177175753207,0.20168067226890757,0.8411764705882353,6-12 h
367,E,HS1324403,18,24,-35.3267,35.3267,11.333333,2-hop,4.969751052337002,0.5,0.9235294117647059,6-12 h
368,E,HS1324403,0,24,-23.5511,23.5511,0.833333,3+-hop,2.627089866746658,0.18487394957983194,0.8411764705882353,0-2 h
369,E,HS1324403,12,24,-23.5511,23.5511,5.166667,3+-hop,2.0524406179454915,0.15966386554621848,0.8411764705882353,2-6 h
370,E,HS1324403,12,12,-29.4389,29.4389,5.166667,3+-hop,2.5579431310906178,0.19327731092436976,0.888235294117647,2-6 h
371,E,HS1344263,18,12,-3.5554,3.5554,4.0,3+-hop,0.510156786383882,0.05737704918032787,0.36764705882352944,2-6 h
372,E,HS1344263,6,12,-3.5554,3.5554,9.333333,3+-hop,0.4844174629716327,0.06557377049180328,0.36764705882352944,6-12 h
373,E,HS1344263,18,24,-3.5554,3.5554,12.5,3+-hop,0.5472866154882617,0.05737704918032787,0.36764705882352944,12+ h
374,E,HS1344263,18,18,-5.3331,5.3331,12.5,3+-hop,0.816214530030756,0.08196721311475409,0.4823529411764706,12+ h
375,E,HS1344263,12,24,-3.5554,3.5554,10.0,3+-hop,0.5105599730339039,0.05737704918032787,0.36764705882352944,6-12 h
376,E,HS2003015,0,12,-37.0449,37.0449,8.666667,3+-hop,7.0736231854644895,0.1322314049586777,0.9294117647058824,6-12 h
377,E,HS2003015,18,12,-44.4539,44.4539,11.833333,3+-hop,3.0717264168821385,0.10743801652892562,0.9676470588235294,6-12 h
378,E,HS2003015,6,12,-44.4539,44.4539,1.833333,3+-hop,0.21171878801420752,0.05785123966942149,0.9676470588235294,0-2 h
379,E,HS2003015,0,18,-29.636,29.636,8.666667,3+-hop,7.0736231854644895,0.1322314049586777,0.8970588235294118,6-12 h
380,E,HS2003015,0,24,-29.636,29.636,8.666667,3+-hop,7.0736231854644895,0.1322314049586777,0.8970588235294118,6-12 h
381,E,HS2003046,0,18,-13.3024,13.3024,2.0,3+-hop,1.0667187660722848,0.10084033613445378,0.7088235294117647,0-2 h
382,E,HS2003046,12,18,-19.9536,19.9536,14.0,3+-hop,0.7363833567002012,0.08403361344537816,0.788235294117647,12+ h
383,E,HS2003046,0,6,-16.628,16.628,2.666667,3+-hop,1.2358372514132323,0.1092436974789916,0.7382352941176471,2-6 h
384,E,HS2003046,12,18,-16.628,16.628,14.0,3+-hop,0.6229748955101536,0.06722689075630252,0.7382352941176471,12+ h
385,E,HS2003046,0,24,-13.3024,13.3024,2.0,3+-hop,1.0667187660722848,0.10084033613445378,0.7088235294117647,0-2 h
386,E,HS2003111,6,24,-11.2233,11.2233,3.333333,3+-hop,0.5425932779610386,0.08196721311475409,0.6617647058823529,2-6 h
387,E,HS2003111,6,24,-16.835,16.835,3.333333,3+-hop,0.7683421496378158,0.09836065573770492,0.7647058823529411,2-6 h
388,E,HS2003111,0,18,-16.835,16.835,2.833333,3+-hop,1.081208488858034,0.10655737704918032,0.7647058823529411,2-6 h
389,E,HS2003111,12,12,-11.2233,11.2233,9.166667,3+-hop,0.5746440381019537,0.08196721311475409,0.6617647058823529,6-12 h
390,E,HS2003111,6,6,-16.835,16.835,3.333333,3+-hop,0.7683421496378158,0.09836065573770492,0.7647058823529411,2-6 h
391,E,MH0101924,6,18,-12.1274,12.1274,0.166667,2-hop,0.798421422730465,0.16666666666666666,0.6941176470588235,0-2 h
392,E,MH0101924,6,24,-12.1274,12.1274,0.166667,2-hop,0.798421422730465,0.16666666666666666,0.6941176470588235,0-2 h
393,E,MH0101924,18,6,-15.1592,15.1592,4.833333,3+-hop,1.0819970676674162,0.10084033613445378,0.7294117647058823,2-6 h
394,E,MH0101924,0,6,-18.1911,18.1911,4.166667,2-hop,6.838689266228492,0.16666666666666666,0.7764705882352941,2-6 h
395,E,MH0101924,12,6,-12.1274,12.1274,2.5,3+-hop,0.78306195778563,0.10084033613445378,0.6941176470588235,2-6 h
396,E,MH0200661,18,6,-0.5606,0.5606,3.333333,1-hop,0.08659397080253747,0.0,0.041176470588235294,2-6 h
397,E,MH0200661,0,12,-0.8409,0.8409,6.833333,1-hop,0.18969813107091427,0.0,0.08529411764705883,6-12 h
398,E,MH0200661,12,12,-0.5606,0.5606,6.0,1-hop,0.09579169610259734,0.0,0.041176470588235294,2-6 h
399,E,MH0200661,0,24,-0.8409,0.8409,6.833333,1-hop,0.18969813107091427,0.0,0.08529411764705883,6-12 h
400,E,MH0200661,6,12,-0.5606,0.5606,11.5,1-hop,0.09481940259615126,0.0,0.041176470588235294,6-12 h
401,E,MH0201629,12,24,2.7913,2.7913,11.166667,0-hop,2.177955346956055,1.0,0.3029411764705882,6-12 h
402,E,MH0201629,12,12,2.7913,2.7913,11.166667,0-hop,2.177955346956055,1.0,0.3029411764705882,6-12 h
403,E,MH0201629,18,6,2.7913,2.7913,5.166667,0-hop,2.1781351786908223,1.0,0.3029411764705882,2-6 h
404,E,MH0201629,18,24,3.4891,3.4891,5.333333,0-hop,2.699649812888539,1.0,0.3411764705882353,2-6 h
405,E,MH0201629,0,12,2.7913,2.7913,2.5,0-hop,2.039371532487916,1.0,0.3029411764705882,2-6 h
406,E,MH0201710,18,18,-1.7246,1.7246,4.833333,2-hop,1.0960640836304112,0.3333333333333333,0.20294117647058824,2-6 h
407,E,MH0201710,0,12,-2.0695,2.0695,4.833333,2-hop,1.2321225844835035,0.3333333333333333,0.2411764705882353,2-6 h
408,E,MH0201710,6,12,-2.0695,2.0695,1.666667,2-hop,0.9224392579001043,0.3333333333333333,0.2411764705882353,0-2 h
409,E,MH0201710,12,12,-1.7246,1.7246,10.833333,2-hop,1.0982594106363637,0.3333333333333333,0.20294117647058824,6-12 h
410,E,MH0201710,6,18,-2.0695,2.0695,1.666667,2-hop,0.9224392579001043,0.3333333333333333,0.2411764705882353,0-2 h
411,E,MH0242782,12,24,-1.3871,1.3871,10.0,3+-hop,0.1949414321427656,0.008064516129032258,0.15,6-12 h
412,E,MH0242782,18,18,-1.3871,1.3871,12.5,3+-hop,0.2068065443897268,0.008064516129032258,0.15,12+ h
413,E,MH0242782,0,24,-1.1097,1.1097,1.166667,3+-hop,0.1599057033327969,0.008064516129032258,0.11470588235294117,0-2 h
414,E,MH0242782,6,18,-1.6645,1.6645,9.333333,3+-hop,0.22026444443664625,0.024193548387096774,0.18235294117647058,6-12 h
415,E,MH0242782,0,12,-1.1097,1.1097,1.166667,3+-hop,0.1599057033327969,0.008064516129032258,0.11470588235294117,0-2 h
416,E,VP0232532,0,12,-0.7202,0.7202,6.833333,2-hop,0.19818574628853813,0.0,0.058823529411764705,6-12 h
417,E,VP0232532,0,18,-0.8643,0.8643,6.5,2-hop,0.2829854283205206,0.0,0.1,6-12 h
418,E,VP0232532,12,12,-0.8643,0.8643,5.833333,2-hop,0.15634268884937513,0.0,0.1,2-6 h
419,E,VP0232532,0,6,-0.8643,0.8643,5.833333,2-hop,0.21612738044743132,0.0,0.1,2-6 h
420,E,VP0232532,6,18,-0.5762,0.5762,12.0,2-hop,0.11544233353083579,0.0,0.052941176470588235,6-12 h
