defect_type,n_seeds,window_n_mean,event_n_mean,window_mrr_mean,window_mrr_std,window_top1_mean,window_top1_std,window_top3_mean,window_top3_std,window_top5_mean,window_top5_std,event_mrr_mean,event_mrr_std,event_top1_mean,event_top1_std,event_top3_mean,event_top3_std,event_top5_mean,event_top5_std,integrated_scene_mrr_mean,integrated_scene_mrr_std,integrated_scene_top1_mean,integrated_scene_top1_std,integrated_scene_top3_mean,integrated_scene_top3_std,integrated_scene_top5_mean,integrated_scene_top5_std
I,3,516.0,35.0,0.8539898311786017,0.031226968864857298,0.7570607759111846,0.06067316307499677,0.9571976682242548,0.011417675672551324,0.9809362852350036,0.010263462633413961,0.8787672476397966,0.040667789828719436,0.7909274821039527,0.07047566741865142,0.9907407407407407,0.016037507477489613,1.0,0.0,0.8657822388214544,0.040113594335042156,0.7726735138499844,0.07027533873510446,0.9814814814814815,0.03207501495497923,1.0,0.0
E,3,401.0,27.0,0.7884765482992969,0.04939626012486197,0.6692570661919321,0.08232471048223675,0.8708881453569716,0.06254443953181593,0.9462738378795502,0.03470223824895915,0.8319815105529391,0.053503505788234394,0.7391127391127391,0.07394957715784758,0.8997761497761497,0.05981374343996313,0.9757495590828924,0.021011909272387764,0.8260291296005582,0.047073506161857764,0.7272079772079773,0.06503359962201408,0.8997761497761497,0.05981374343996313,0.9757495590828924,0.021011909272387764
