defect_type,n_seeds,window_n_mean,event_n_mean,window_mrr_mean,window_mrr_std,window_top1_mean,window_top1_std,window_top3_mean,window_top3_std,window_top5_mean,window_top5_std,event_mrr_mean,event_mrr_std,event_top1_mean,event_top1_std,event_top3_mean,event_top3_std,event_top5_mean,event_top5_std,integrated_scene_mrr_mean,integrated_scene_mrr_std,integrated_scene_top1_mean,integrated_scene_top1_std,integrated_scene_top3_mean,integrated_scene_top3_std,integrated_scene_top5_mean,integrated_scene_top5_std
I,3,516.0,35.0,0.8539898311786017,0.0312269688648572,0.7570607759111846,0.0606731630749967,0.9571976682242548,0.0114176756725513,0.9809362852350036,0.0102634626334139,0.8787672476397966,0.0406677898287194,0.7909274821039527,0.0704756674186514,0.9907407407407408,0.0160375074774896,1.0,0.0,0.8657822388214544,0.0401135943350421,0.7726735138499844,0.0702753387351044,0.9814814814814816,0.0320750149549792,1.0,0.0
E,3,401.0,27.0,0.7884765482992969,0.0493962601248619,0.6692570661919321,0.0823247104822367,0.8708881453569716,0.0625444395318159,0.9462738378795502,0.0347022382489591,0.8319815105529391,0.0535035057882343,0.7391127391127391,0.0739495771578475,0.8997761497761497,0.0598137434399631,0.9757495590828924,0.0210119092723877,0.8260291296005582,0.0470735061618577,0.7272079772079773,0.065033599622014,0.8997761497761497,0.0598137434399631,0.9757495590828924,0.0210119092723877
